,2024,,,,,,2025,,,,,,전년대비증감율(%),,,,,
,12월,,,누계(01월~12월),,,12월,,,누계(01월~12월),,,12월,,,누계(01월~12월),,
국가명,계,적,공,계,적,공,계,적,공,계,적,공,증감_계,증감_적,증감_공,증감_계,증감_적,증감_공
스페인,"11,831","10,382","1,449","146,594","124,419","22,176","13,988","11,175","2,813","166,831","133,300","33,530",18.23,7.63,94.20,13.80,7.14,51.20
슬로베니아,"10,818","10,781",37,"109,713","109,629",84,"5,538","5,537",1,"78,241","77,172","1,069",-48.81,-48.64,-97.30,-28.69,-29.61,"1,172.92"
시리아,114,114,0,"1,065","1,064",1,406,406,0,"4,032","4,032",0,255.36,255.36,,278.72,279.08,-100
시에라 리온,50,50,0,862,862,0,32,32,0,481,481,0,-36.00,-36.00,,-44.22,-44.22,
신트마르턴,,,,2,2,0,,,,,,,,,,-100,-100,
싱가포르,"17,251","13,979","3,272","217,291","176,137","41,155","22,195","14,442","7,754","203,208","162,414","40,794",28.66,3.31,136.95,-6.48,-7.79,-0.88
아랍에미리트연합국,"18,990","12,989","6,001","217,110","159,751","57,359","18,173","11,526","6,647","214,470","157,527","56,943",-4.30,-11.26,10.76,-1.22,-1.39,-0.72
아루바,72,72,0,581,581,0,43,43,0,650,650,0,-40.28,-40.28,,11.92,11.92,
아르헨티나,772,772,0,"15,586","14,709",877,"1,095","1,095",0,"18,218","17,842",376,41.84,41.84,,16.89,21.30,-57.13
아메리칸사모아,355,127,228,"5,233","2,266","2,967",743,186,557,"5,010","2,846","2,164",109.30,46.46,144.30,-4.26,25.60,-27.06
아이슬란드,46,46,0,514,514,0,5,5,0,190,190,0,-89.13,-89.13,,-63.04,-63.04,
아이티,226,226,0,"3,182","3,182",0,513,510,3,"3,819","3,816",3,126.99,125.66,0,20.02,19.92,0
아일랜드,460,431,29,"4,771","4,555",216,664,630,34,"5,680","5,408",272,44.35,46.17,17.24,19.05,18.72,25.93
알바니아,120,120,0,"1,320","1,320",0,67,67,0,"1,000","1,000",0,-44.17,-44.17,,-24.24,-24.24,
알제리,247,247,0,"4,913","4,912",1,538,538,0,"6,268","6,244",24,117.91,117.91,,27.56,27.10,"2,300.00"
앙골라,137,137,0,"2,879","2,879",0,85,85,0,"2,138","2,138",0,-37.96,-37.96,,-25.73,-25.73,
앤티가 바부다,15,15,0,222,222,0,5,5,0,167,167,0,-66.67,-66.67,,-24.77,-24.77,
앤틸리스제도,37,37,0,795,795,0,39,39,0,441,441,0,5.41,5.41,,-44.50,-44.50,
앵귈라,,,,,,,,,,2,2,0,,,,0,0,
에리트레아,,,,53,2,51,,,,3,3,0,,,,-94.34,50.00,-100
에스토니아,324,324,0,"3,736","3,732",4,603,598,5,"5,176","5,149",27,86.11,84.57,0,38.53,37.96,575.00
에콰도르,"11,418","11,046",372,"145,779","119,128","26,651","11,858","8,893","2,965","141,063","111,036","30,026",3.85,-19.49,697.04,-3.24,-6.79,12.66
엘살바도르,"1,713","1,700",13,"18,619","17,996",623,"2,016","1,981",35,"20,822","20,453",369,17.74,16.58,169.23,11.83,13.65,-40.77
영국,"7,834","7,504",330,"93,750","85,574","8,176","5,762","5,232",530,"73,832","60,110","13,722",-26.45,-30.28,60.61,-21.25,-29.76,67.84
영국령 버진아일랜드,5,5,0,82,82,0,2,2,0,39,39,0,-60.00,-60.00,,-52.44,-52.44,
예멘,58,58,0,"1,078",965,113,63,63,0,872,673,199,8.62,8.62,,-19.11,-30.26,76.11
오만,"1,180","1,058",122,"22,204","20,344","1,860",894,875,19,"12,681","12,254",427,-24.25,-17.32,-84.43,-42.89,-39.76,-77.04
오스트리아,18,18,0,189,189,0,2,2,0,128,128,0,-88.89,-88.89,,-32.28,-32.28,
온두라스,"1,139","1,139",0,"12,504","12,504",0,"1,858","1,858",0,"18,025","17,162",863,63.18,63.18,,44.16,37.26,0
왈리스 푸투나,1,1,0,2,2,0,8,6,2,53,51,2,700.00,500.00,0,"2,550.00","2,450.00",0
요르단,367,358,9,"6,310","5,782",528,366,311,55,"5,220","4,406",814,-0.27,-13.13,511.11,-17.28,-23.80,54.17
우루과이,539,539,0,"7,292","7,152",140,610,610,0,"6,242","5,888",354,13.17,13.17,,-14.40,-17.67,152.86
우즈베키스탄,,,,,,,,,,2,2,0,,,,0,0,
우크라이나,212,212,0,900,900,0,118,118,0,"1,559","1,559",0,-44.34,-44.34,,73.22,73.22,
원양어획지역,172,172,0,"1,310","1,310",0,133,133,0,"1,050","1,050",0,-22.67,-22.67,,-19.85,-19.85,
이라크,"1,129",923,206,"9,220","4,496","4,724",509,509,0,"8,099","6,322","1,777",-54.92,-44.85,-100,-12.15,40.63,-62.38
이란,949,949,0,"5,719","5,719",0,507,507,0,"4,525","4,521",4,-46.58,-46.58,,-20.88,-20.95,0
이스라엘,"5,775","3,495","2,280","67,369","42,329","25,039","3,295","2,514",781,"56,383","32,573","23,810",-42.94,-28.07,-65.75,-16.31,-23.05,-4.91
이집트,"6,438","5,737",701,"67,749","59,888","7,861","2,121","2,009",112,"44,784","35,758","9,026",-67.05,-64.98,-84.02,-33.90,-40.29,14.83
