연도,국가명,구분,계,적,공
2021,솔로몬제도,입항,56.0,26.0,30.0
2021,수단,입항,424.0,183.0,241.0
2021,수리남,입항,401.0,401.0,0.0
2021,스리랑카,입항,4812.0,3808.0,1004.0
2021,스웨덴,입항,15079.0,15023.0,56.0
2021,스위스,입항,15.0,15.0,0.0
2021,스페인,입항,44959.25,41785.25,3174.0
2021,슬로베니아,입항,15925.75,15680.75,245.0
2021,시리아,입항,1.0,1.0,0.0
2021,시에라 리온,입항,165.0,165.0,0.0
2021,싱가포르,입항,65197.25,34879.0,30318.25
2021,아랍에미리트연합국,입항,65359.0,15581.5,49777.5
2021,아루바,입항,10.0,10.0,0.0
2021,아르헨티나,입항,7962.0,3214.0,4748.0
2021,아메리칸사모아,입항,937.0,331.0,606.0
2021,아이슬란드,입항,12.0,12.0,0.0
2021,아이티,입항,93.0,93.0,0.0
2021,아일랜드,입항,2152.0,2098.0,54.0
2021,알바니아,입항,2367.0,2367.0,0.0
2021,알제리,입항,8.0,8.0,0.0
2021,앙골라,입항,56.0,56.0,0.0
2021,앤틸리스제도,입항,9.0,9.0,0.0
2021,에스토니아,입항,3096.25,3088.25,8.0
2021,에콰도르,입항,13330.0,3996.0,9334.0
2021,엘살바도르,입항,2176.0,979.0,1197.0
2021,영국,입항,27827.25,20033.25,7794.0
2021,예멘,입항,1687.75,1685.75,2.0
2021,오만,입항,7804.0,3239.0,4565.0
2021,오스트리아,입항,2.0,2.0,0.0
2021,온두라스,입항,891.0,891.0,0.0
2021,요르단,입항,2523.0,1996.0,527.0
2021,우루과이,입항,2496.0,1118.0,1378.0
2021,우크라이나,입항,4612.25,2778.25,1834.0
2021,원양어획지역,입항,4.0,4.0,0.0
2021,이라크,입항,16.0,0.0,16.0
2021,이란,입항,289.0,9.0,280.0
2021,이스라엘,입항,6730.0,5135.0,1595.0
2021,이집트,입항,17730.5,5362.0,12368.5
2021,이탈리아,입항,63326.5,58551.5,4775.0
2021,인도,입항,124093.75,83733.25,40360.5
2021,인도네시아,입항,90140.0,70411.75,19728.25
2021,일본,입항,775342.25,258107.0,517235.25
2021,자메이카,입항,7711.0,165.0,7546.0
2021,적도 기니,입항,13.0,13.0,0.0
2021,조지아,입항,221.0,221.0,0.0
2021,중국,입항,1232380.75,930917.75,301463.0
2021,지부티,입항,1148.0,1148.0,0.0
2021,체코,입항,9.0,9.0,0.0
2021,칠레,입항,63117.0,54732.0,8385.0
2021,카메룬,입항,26.0,26.0,0.0
2021,카보 베르데,입항,2.0,2.0,0.0
2021,카타르,입항,8405.75,6067.75,2338.0
2021,캄보디아,입항,1600.0,1600.0,0.0
2021,캐나다,입항,103319.5,56497.75,46821.75
2021,케냐,입항,542.0,542.0,0.0
2021,코스타리카,입항,2295.0,2268.0,27.0
2021,코트디부아르,입항,121.0,118.0,3.0
2021,콜롬비아,입항,14990.0,6969.0,8021.0
2021,콩고,입항,48.0,48.0,0.0
2021,콩고 민주 공화국,입항,68.0,68.0,0.0
2021,쿠바,입항,47.0,47.0,0.0
2021,쿠웨이트,입항,1296.0,1275.0,21.0
2021,퀴라소,입항,10.0,10.0,0.0
2021,크로아티아,입항,2253.0,2225.0,28.0
2021,키리바시,입항,2361.0,2.0,2359.0
2021,키프로스,입항,157.0,157.0,0.0
2021,탄자니아,입항,3074.0,3074.0,0.0
2021,태국,입항,84669.25,81401.0,3268.25
2021,토고,입항,384.0,384.0,0.0
2021,통가,입항,2540.0,163.0,2377.0
2021,튀니지,입항,898.0,898.0,0.0
2021,튀르키예,입항,26007.5,19809.25,6198.25
2021,트리니다드 토바고,입항,440.0,440.0,0.0
2021,파나마,입항,37584.0,1138.0,36446.0
2021,파라과이,입항,254.0,254.0,0.0
2021,파키스탄,입항,20882.25,6931.0,13951.25
2021,파푸아 뉴기니,입항,606.0,580.0,26.0
2021,팔라우,입항,24.0,23.0,1.0
2021,페루,입항,19018.0,16821.0,2197.0
2021,포르투갈,입항,3023.0,3017.0,6.0
2021,폴란드,입항,13953.75,13880.75,73.0
2021,푸에르토리코,입항,1793.0,1793.0,0.0
2021,프랑스,입항,38269.5,35578.0,2691.5
2021,프랑스령 기아나,입항,2.0,2.0,0.0
2021,프랑스령 폴리네시아,입항,2463.0,54.0,2409.0
2021,피지,입항,1000.0,204.0,796.0
2021,핀란드,입항,14204.0,13897.0,307.0
2021,필리핀,입항,53752.25,25617.0,28135.25
2021,헝가리,입항,106.0,106.0,0.0
2021,호주,입항,152347.0,71746.0,80601.0
2021,홍콩,입항,57540.0,45603.0,11937.0
2021,가나,출항,3610.0,3610.0,0.0
2021,가봉,출항,37.0,37.0,0.0
2021,가이아나,출항,164.0,164.0,0.0
2021,감비아,출항,8.0,8.0,0.0
2021,과들루프,출항,20.0,20.0,0.0
2021,과테말라,출항,5016.0,4964.0,52.0
2021,괌,출항,2599.75,2395.75,204.0
2021,그레나다,출항,20.0,20.0,0.0
2021,그리스,출항,10463.5,10447.5,16.0
2021,기니,출항,176.0,176.0,0.0
2021,나미비아,출항,58.0,58.0,0.0
2021,나우루,출항,1.0,1.0,0.0
2021,나이지리아,출항,2139.75,2139.75,0.0
2021,남아프리카,출항,4084.0,4083.0,1.0
2021,네덜란드,출항,92975.25,92720.25,255.0
2021,노르웨이,출항,315.25,315.25,0.0
2021,뉴질랜드,출항,14432.0,13405.0,1027.0
2021,뉴칼레도니아,출항,653.0,337.0,316.0
2021,니카라과,출항,482.0,482.0,0.0
2021,대만,출항,135897.75,128918.5,6979.25
2021,대한민국,출항,111735.25,1596.0,110139.25
2021,덴마크,출항,1347.0,1347.0,0.0
2021,도미니카 공화국,출항,2934.0,2530.0,404.0
2021,독일,출항,86322.75,85376.75,946.0
2021,동티모르,출항,2.0,2.0,0.0
2021,라이베리아,출항,132.0,132.0,0.0
2021,라트비아,출항,517.0,517.0,0.0
2021,러시아,출항,160318.5,156997.5,3321.0
2021,레바논,출항,970.75,970.75,0.0
2021,레위니옹,출항,125.0,125.0,0.0
2021,루마니아,출항,2901.5,2891.5,10.0
2021,리비아,출항,1643.25,1643.25,0.0
2021,리투아니아,출항,1682.0,1682.0,0.0
2021,마다가스카르,출항,207.0,207.0,0.0
2021,마르티니크,출항,24.0,24.0,0.0
2021,마샬 제도,출항,538.0,197.0,341.0
2021,마요트,출항,76.0,76.0,0.0
2021,말레이시아,출항,89606.75,88825.75,781.0
2021,멕시코,출항,176086.0,173651.0,2435.0
2021,모로코,출항,3357.75,3347.75,10.0
2021,모리셔스,출항,136.0,136.0,0.0
2021,모리타니,출항,123.0,123.0,0.0
2021,모잠비크,출항,1017.0,1017.0,0.0
2021,몬테네그로,출항,35.0,35.0,0.0
2021,몰디브,출항,82.0,82.0,0.0
2021,몰타,출항,1674.0,1634.0,40.0
2021,미국,출항,910698.75,904022.75,6676.0
2021,미국령 버진아일랜드,출항,5.0,5.0,0.0
2021,미얀마,출항,224.0,224.0,0.0
2021,미크로네시아,출항,320.0,263.0,57.0
2021,바누아투,출항,319.0,111.0,208.0
2021,바레인,출항,556.0,556.0,0.0
2021,바베이도스,출항,21.0,21.0,0.0
2021,바하마,출항,14442.0,100.0,14342.0
2021,방글라데시,출항,2107.0,2107.0,0.0
2021,베냉,출항,80.0,80.0,0.0
2021,베네수엘라,출항,431.0,431.0,0.0
2021,베트남,출항,243607.0,236289.75,7317.25
2021,벨기에,출항,25361.25,25262.25,99.0
2021,벨리즈,출항,34.0,34.0,0.0
2021,북마리아나 제도,출항,1090.0,1056.0,34.0
2021,불가리아,출항,433.0,433.0,0.0
2021,브라질,출항,60081.0,60031.0,50.0
2021,브루나이,출항,5.0,5.0,0.0
2021,사모아,출항,269.0,139.0,130.0
2021,사우디아라비아,출항,39112.0,39092.0,20.0
2021,세네갈,출항,654.0,642.0,12.0
2021,세이셸,출항,134.0,134.0,0.0
2021,세인트루시아,출항,27.0,27.0,0.0
2021,세인트키츠 네비스,출항,3.0,3.0,0.0
2021,소말리아,출항,101.0,101.0,0.0
2021,솔로몬제도,출항,272.0,238.0,34.0
2021,수단,출항,24.0,24.0,0.0
2021,수리남,출항,36.0,36.0,0.0
2021,스리랑카,출항,11074.25,11058.25,16.0
2021,스웨덴,출항,5055.0,5055.0,0.0
2021,스페인,출항,38003.0,36402.0,1601.0
2021,슬로베니아,출항,109109.0,108985.0,124.0
2021,시리아,출항,256.0,256.0,0.0
2021,시에라 리온,출항,54.0,54.0,0.0
2021,싱가포르,출항,74986.0,73029.75,1956.25
2021,아랍에미리트연합국,출항,59437.75,59247.75,190.0
2021,아루바,출항,103.0,103.0,0.0
2021,아르헨티나,출항,6299.0,6198.0,101.0
2021,아메리칸사모아,출항,629.0,629.0,0.0
2021,아이티,출항,181.0,181.0,0.0
2021,아일랜드,출항,366.0,366.0,0.0
2021,알바니아,출항,119.0,119.0,0.0
2021,알제리,출항,1768.25,1758.25,10.0
2021,앙골라,출항,1234.0,1234.0,0.0
2021,앤티가 바부다,출항,1.0,1.0,0.0
2021,앤틸리스제도,출항,52.0,52.0,0.0
2021,에스토니아,출항,389.25,389.25,0.0
2021,에콰도르,출항,19367.0,6669.0,12698.0
2021,엘살바도르,출항,879.0,879.0,0.0
2021,영국,출항,23200.5,22991.5,209.0
2021,영국령 버진아일랜드,출항,3.0,3.0,0.0
2021,예멘,출항,254.0,254.0,0.0
2021,오만,출항,2119.25,2119.25,0.0
2021,온두라스,출항,988.0,690.0,298.0
2021,요르단,출항,2838.0,2838.0,0.0
2021,우루과이,출항,3647.0,3627.0,20.0
2021,우크라이나,출항,1385.25,1367.25,18.0
2021,이라크,출항,1869.5,1869.5,0.0
2021,이란,출항,1044.0,1044.0,0.0
2021,이스라엘,출항,11058.0,10894.0,164.0
2021,이집트,출항,41764.25,41458.25,306.0
2021,이탈리아,출항,46890.75,46791.75,99.0
2021,인도,출항,163915.5,162619.5,1296.0
2021,인도네시아,출항,104197.75,103586.75,611.0
2021,일본,출항,422874.5,340290.25,82584.25
2021,자메이카,출항,2615.0,2207.0,408.0
2021,적도 기니,출항,9.0,9.0,0.0
2021,조지아,출항,157.0,157.0,0.0
2021,중국,출항,1173936.5,669714.75,504221.75
2021,지부티,출항,118.0,118.0,0.0
2021,칠레,출항,23657.0,22340.0,1317.0
2021,카메룬,출항,353.0,353.0,0.0
2021,카보 베르데,출항,5.0,5.0,0.0
2021,카타르,출항,5131.25,4895.25,236.0
2021,캄보디아,출항,4453.0,4453.0,0.0
2021,캐나다,출항,127315.0,127162.0,153.0
2021,케냐,출항,1409.0,1409.0,0.0
2021,케이맨 제도,출항,5.0,5.0,0.0
2021,코모로,출항,1.0,1.0,0.0
2021,코스타리카,출항,1132.0,1098.0,34.0
2021,코트디부아르,출항,870.0,870.0,0.0
2021,콜롬비아,출항,19494.0,17837.0,1657.0
2021,콩고,출항,56.0,56.0,0.0
2021,콩고 민주 공화국,출항,172.0,172.0,0.0
2021,쿠바,출항,71.0,71.0,0.0
2021,쿠웨이트,출항,1412.0,1412.0,0.0
2021,크로아티아,출항,13121.75,13061.75,60.0
2021,키리바시,출항,90.0,90.0,0.0
2021,키프로스,출항,106.0,106.0,0.0
2021,탄자니아,출항,1485.0,1485.0,0.0
2021,태국,출항,96899.25,91040.25,5859.0
2021,토고,출항,4561.0,2505.0,2056.0
2021,통가,출항,4.0,4.0,0.0
2021,튀니지,출항,657.0,657.0,0.0
2021,튀르키예,출항,97455.5,95960.5,1495.0
2021,트리니다드 토바고,출항,467.0,467.0,0.0
2021,파나마,출항,19191.0,14383.0,4808.0
2021,파라과이,출항,61.0,61.0,0.0
2021,파키스탄,출항,19748.5,19732.5,16.0
2021,파푸아 뉴기니,출항,1429.0,1267.0,162.0
2021,팔라우,출항,113.0,85.0,28.0
2021,페루,출항,16462.0,14850.0,1612.0
2021,포르투갈,출항,1954.0,1954.0,0.0
2021,폴란드,출항,5192.75,5190.75,2.0
2021,푸에르토리코,출항,362.0,362.0,0.0
2021,프랑스,출항,16409.75,16163.75,246.0
2021,프랑스령 기아나,출항,16.0,16.0,0.0
2021,프랑스령 폴리네시아,출항,123.0,81.0,42.0
2021,피지,출항,482.0,472.0,10.0
2021,핀란드,출항,605.25,605.25,0.0
2021,필리핀,출항,47394.0,47362.0,32.0
2021,헝가리,출항,28.0,28.0,0.0
2021,호주,출항,61421.25,58501.25,2920.0
2021,홍콩,출항,82646.5,78092.5,4554.0
2021,가나,환적,1235.25,1235.25,0.0
2021,가봉,환적,762.0,762.0,0.0
2021,가이아나,환적,4126.0,4126.0,0.0
2021,감비아,환적,23.0,23.0,0.0
2021,과들루프,환적,97.0,97.0,0.0
2021,과테말라,환적,24513.0,24501.0,12.0
2021,괌,환적,8660.25,7237.25,1423.0
2021,그레나다,환적,161.25,161.25,0.0
2021,그리스,환적,12780.0,11838.25,941.75
2021,기니,환적,120.5,120.5,0.0
2021,나미비아,환적,760.0,760.0,0.0
2021,나우루,환적,167.0,167.0,0.0
2021,나이지리아,환적,3710.0,3710.0,0.0
2021,남아프리카,환적,8648.0,8634.0,14.0
2021,네덜란드,환적,60663.75,60318.75,345.0
2021,노르웨이,환적,2892.0,2892.0,0.0
2021,뉴질랜드,환적,34828.5,33871.5,957.0
2021,뉴칼레도니아,환적,6522.0,6485.0,37.0
2021,니카라과,환적,7469.0,7467.0,2.0
2021,대만,환적,149740.5,146956.75,2783.75
2021,대한민국,환적,308725.0,300970.0,7755.0
2021,덴마크,환적,4097.0,4073.0,24.0
2021,도미니카 공화국,환적,19967.5,19917.5,50.0
2021,도미니카 연방,환적,113.0,113.0,0.0
2021,독일,환적,53350.5,53256.5,94.0
2021,동티모르,환적,143.0,143.0,0.0
2021,라이베리아,환적,27.0,27.0,0.0
2021,라트비아,환적,3639.25,3639.25,0.0
2021,러시아,환적,530390.5,521606.75,8783.75
2021,레바논,환적,3219.25,3219.25,0.0
2021,레위니옹,환적,29.0,29.0,0.0
2021,루마니아,환적,9363.25,9363.25,0.0
2021,리비아,환적,1401.25,1401.25,0.0
2021,리투아니아,환적,1528.0,1427.0,101.0
2021,마다가스카르,환적,371.0,371.0,0.0
2021,마르티니크,환적,180.0,180.0,0.0
2021,마샬 제도,환적,1645.0,1643.0,2.0
2021,마요트,환적,7.0,7.0,0.0
2021,마카오,환적,15.0,15.0,0.0
2021,말레이시아,환적,122977.25,121927.25,1050.0
2021,멕시코,환적,349049.0,346010.25,3038.75
2021,모로코,환적,9980.0,9978.0,2.0
2021,모리셔스,환적,477.0,477.0,0.0
2021,모리타니,환적,251.0,251.0,0.0
2021,모잠비크,환적,1684.0,1684.0,0.0
2021,몬테네그로,환적,131.0,131.0,0.0
2021,몰디브,환적,98.0,98.0,0.0
2021,몰타,환적,737.5,576.5,161.0
2021,미국,환적,1649876.75,1613080.25,36796.5
2021,미국령 버진아일랜드,환적,47.0,47.0,0.0
2021,미얀마,환적,1908.0,1898.0,10.0
2021,미크로네시아,환적,1457.0,1450.0,7.0
2021,바누아투,환적,4522.0,4255.0,267.0
2021,바레인,환적,541.0,541.0,0.0
2021,바베이도스,환적,1024.0,1024.0,0.0
2021,바하마,환적,54160.5,859.0,53301.5
2021,방글라데시,환적,7494.75,7490.75,4.0
2021,버뮤다,환적,2.0,2.0,0.0
2021,베냉,환적,206.0,206.0,0.0
2021,베네수엘라,환적,11877.0,11877.0,0.0
2021,베트남,환적,219084.0,216952.75,2131.25
2021,벨기에,환적,36566.0,36446.0,120.0
2021,벨리즈,환적,1268.0,1268.0,0.0
2021,북마리아나 제도,환적,1730.25,1116.25,614.0
2021,불가리아,환적,1878.0,1878.0,0.0
2021,브라질,환적,130221.0,128868.0,1353.0
2021,브루나이,환적,171.0,171.0,0.0
2021,사모아,환적,3183.0,3183.0,0.0
2021,사우디아라비아,환적,28281.25,27668.25,613.0
2021,상투메 프린시페,환적,2.0,2.0,0.0
2021,세네갈,환적,874.0,874.0,0.0
2021,세이셸,환적,27.0,27.0,0.0
2021,세인트 빈센트 그레나딘,환적,87.0,87.0,0.0
2021,세인트루시아,환적,214.0,214.0,0.0
2021,세인트키츠 네비스,환적,86.0,86.0,0.0
2021,소말리아,환적,69.0,69.0,0.0
2021,솔로몬제도,환적,1668.0,1668.0,0.0
2021,수단,환적,2155.0,2155.0,0.0
2021,수리남,환적,2399.0,2399.0,0.0
2021,스리랑카,환적,4769.0,4731.0,38.0
2021,스웨덴,환적,12026.0,12026.0,0.0
2021,스페인,환적,56063.25,55285.25,778.0
2021,슬로베니아,환적,18016.5,18013.5,3.0
2021,시리아,환적,449.0,449.0,0.0
2021,시에라 리온,환적,145.0,145.0,0.0
2021,싱가포르,환적,93313.5,82322.25,10991.25
2021,아랍에미리트연합국,환적,59885.5,57759.5,2126.0
2021,아루바,환적,225.75,225.75,0.0
2021,아르헨티나,환적,21900.0,21846.0,54.0
2021,아메리칸사모아,환적,1348.0,1348.0,0.0
2021,아이슬란드,환적,58.0,58.0,0.0
2021,아이티,환적,1805.0,1805.0,0.0
2021,아일랜드,환적,1663.0,1663.0,0.0
2021,알바니아,환적,949.0,949.0,0.0
2021,알제리,환적,2540.5,2540.5,0.0
2021,앙골라,환적,108.0,108.0,0.0
2021,앤티가 바부다,환적,170.0,170.0,0.0
2021,앤틸리스제도,환적,474.0,474.0,0.0
2021,앵귈라,환적,6.0,6.0,0.0
2021,에리트레아,환적,8.0,8.0,0.0
2021,에스토니아,환적,1176.0,1176.0,0.0
2021,에콰도르,환적,84479.25,78458.25,6021.0
2021,엘살바도르,환적,7787.5,7779.5,8.0
2021,영국,환적,32629.0,32447.25,181.75
2021,영국령 버진아일랜드,환적,13.0,13.0,0.0
2021,예멘,환적,77.0,77.0,0.0
2021,오만,환적,12121.75,11364.75,757.0
2021,오스트리아,환적,2.0,2.0,0.0
2021,온두라스,환적,6427.75,5965.75,462.0
2021,왈리스 푸투나,환적,2.0,2.0,0.0
2021,요르단,환적,3293.25,3292.25,1.0
2021,우루과이,환적,10304.0,10304.0,0.0
2021,우크라이나,환적,12949.5,12769.5,180.0
2021,원양어획지역,환적,897.0,897.0,0.0
2021,이라크,환적,364.0,364.0,0.0
2021,이란,환적,16.0,16.0,0.0
2021,이스라엘,환적,21031.0,19393.0,1638.0
2021,이집트,환적,28911.0,27639.0,1272.0
2021,이탈리아,환적,66787.75,66185.75,602.0
2021,인도,환적,114604.0,113646.0,958.0
2021,인도네시아,환적,203194.75,203090.75,104.0
2021,일본,환적,1716627.0,1638154.25,78472.75
2021,자메이카,환적,16256.0,16228.0,28.0
2021,적도 기니,환적,189.0,189.0,0.0
2021,조지아,환적,1625.25,1625.25,0.0
2021,중국,환적,3891253.25,3757424.0,133829.25
2021,지부티,환적,474.0,474.0,0.0
2021,지브롤터,환적,4.0,4.0,0.0
2021,칠레,환적,319448.75,315079.75,4369.0
2021,카메룬,환적,594.0,594.0,0.0
2021,카타르,환적,5487.5,5455.5,32.0
2021,캄보디아,환적,6015.25,6015.25,0.0
2021,캐나다,환적,501811.25,500225.75,1585.5
2021,케냐,환적,1589.0,1589.0,0.0
2021,케이맨 제도,환적,102.0,102.0,0.0
2021,코모로,환적,4.0,4.0,0.0
2021,코스타리카,환적,15718.75,15460.75,258.0
2021,코트디부아르,환적,1050.0,1050.0,0.0
2021,콜롬비아,환적,96033.0,94241.75,1791.25
2021,콩고,환적,89.0,89.0,0.0
2021,콩고 민주 공화국,환적,62.0,62.0,0.0
2021,쿠바,환적,4034.0,4034.0,0.0
2021,쿠웨이트,환적,703.0,703.0,0.0
2021,쿡 제도,환적,6.0,6.0,0.0
2021,퀴라소,환적,180.0,180.0,0.0
2021,크로아티아,환적,4482.5,4460.5,22.0
2021,키리바시,환적,2596.0,2596.0,0.0
2021,키프로스,환적,540.0,540.0,0.0
2021,탄자니아,환적,853.0,853.0,0.0
2021,태국,환적,187613.75,186790.75,823.0
2021,토고,환적,349.0,349.0,0.0
2021,통가,환적,1458.0,1458.0,0.0
2021,튀니지,환적,1610.5,1610.5,0.0
2021,튀르키예,환적,76699.25,76307.25,392.0
2021,트리니다드 토바고,환적,5145.0,5145.0,0.0
2021,파나마,환적,56814.75,51857.0,4957.75
2021,파라과이,환적,646.0,646.0,0.0
2021,파키스탄,환적,19377.0,17320.0,2057.0
2021,파푸아 뉴기니,환적,4584.0,4583.0,1.0
2021,팔라우,환적,121.0,121.0,0.0
2021,페로 제도,환적,4.0,4.0,0.0
2021,페루,환적,104738.25,103456.25,1282.0
2021,포르투갈,환적,2507.0,2507.0,0.0
2021,폴란드,환적,4593.5,4593.5,0.0
2021,푸에르토리코,환적,8687.0,8687.0,0.0
2021,프랑스,환적,44652.75,44356.75,296.0
2021,프랑스령 기아나,환적,59.0,59.0,0.0
2021,프랑스령 폴리네시아,환적,1969.0,1747.0,222.0
2021,피지,환적,6447.0,6438.0,9.0
2021,핀란드,환적,16194.0,16194.0,0.0
2021,필리핀,환적,139520.25,137242.25,2278.0
2021,헝가리,환적,8.0,8.0,0.0
2021,호주,환적,113269.0,106698.0,6571.0
2021,홍콩,환적,90232.75,88350.75,1882.0
2022,가나,입항,2526.0,286.0,2240.0
2022,가봉,입항,160.0,160.0,0.0
2022,가이아나,입항,53.0,50.0,3.0
2022,감비아,입항,96.0,96.0,0.0
2022,과들루프,입항,7.0,7.0,0.0
2022,과테말라,입항,5122.0,3836.0,1286.0
2022,괌,입항,12501.0,1004.25,11496.75
2022,그레나다,입항,2.0,2.0,0.0
2022,그리스,입항,6607.25,4114.0,2493.25
2022,기니,입항,780.0,780.0,0.0
2022,기니비사우,입항,14.0,14.0,0.0
2022,나미비아,입항,158.0,158.0,0.0
2022,나이지리아,입항,2529.0,1193.0,1336.0
2022,남아프리카,입항,8444.0,7610.0,834.0
2022,네덜란드,입항,73827.0,68246.0,5581.0
2022,노르웨이,입항,6935.25,6881.25,54.0
2022,뉴질랜드,입항,30793.0,24209.0,6584.0
2022,뉴칼레도니아,입항,3220.0,993.0,2227.0
2022,니카라과,입항,227.0,225.0,2.0
2022,대만,입항,85566.5,51550.0,34016.5
2022,대한민국,입항,68290.0,217.0,68073.0
2022,덴마크,입항,13101.0,13091.0,10.0
2022,도미니카 공화국,입항,3269.0,2549.0,720.0
2022,독일,입항,99673.25,95430.25,4243.0
2022,동티모르,입항,18.0,17.0,1.0
2022,라이베리아,입항,36.0,36.0,0.0
2022,라트비아,입항,6994.0,6994.0,0.0
2022,러시아,입항,136597.0,37107.0,99490.0
2022,레바논,입항,904.0,880.0,24.0
2022,레위니옹,입항,33.0,33.0,0.0
2022,루마니아,입항,5382.0,3380.0,2002.0
2022,리비아,입항,523.0,255.0,268.0
2022,리투아니아,입항,2049.0,2049.0,0.0
2022,마다가스카르,입항,345.0,345.0,0.0
2022,마르티니크,입항,17.0,17.0,0.0
2022,마샬 제도,입항,4827.0,51.0,4776.0
2022,마카오,입항,1.0,1.0,0.0
2022,말레이시아,입항,94098.75,71090.0,23008.75
2022,멕시코,입항,102146.5,34807.0,67339.5
2022,모로코,입항,2755.0,2669.0,86.0
2022,모리셔스,입항,366.0,366.0,0.0
2022,모리타니,입항,354.0,354.0,0.0
2022,모잠비크,입항,1133.0,1133.0,0.0
2022,몬테네그로,입항,1400.0,1400.0,0.0
2022,몰디브,입항,4.0,4.0,0.0
2022,몰타,입항,931.0,81.0,850.0
2022,미국,입항,784513.25,446985.5,337527.75
2022,미얀마,입항,3754.0,3663.0,91.0
2022,미크로네시아,입항,190.0,46.0,144.0
2022,바누아투,입항,2028.0,5.0,2023.0
2022,바레인,입항,2790.0,2790.0,0.0
2022,바베이도스,입항,1.0,1.0,0.0
2022,바하마,입항,1292.0,0.0,1292.0
2022,방글라데시,입항,7794.0,7596.0,198.0
2022,베냉,입항,102.0,2.0,100.0
2022,베네수엘라,입항,880.0,880.0,0.0
2022,베트남,입항,162114.75,148948.25,13166.5
2022,벨기에,입항,43754.0,41923.0,1831.0
2022,벨리즈,입항,4.0,4.0,0.0
2022,북마리아나 제도,입항,4528.5,172.0,4356.5
2022,불가리아,입항,1327.0,1324.0,3.0
2022,브라질,입항,46956.0,31851.0,15105.0
2022,브루나이,입항,10.0,2.0,8.0
2022,사모아,입항,1106.0,15.0,1091.0
2022,사우디아라비아,입항,27214.25,8624.0,18590.25
2022,세네갈,입항,958.0,958.0,0.0
2022,세이셸,입항,79.0,79.0,0.0
2022,세인트루시아,입항,48.0,48.0,0.0
2022,솔로몬제도,입항,148.0,9.0,139.0
2022,수단,입항,113.0,103.0,10.0
2022,수리남,입항,553.0,553.0,0.0
2022,스리랑카,입항,5026.0,3400.0,1626.0
2022,스웨덴,입항,15547.25,15393.25,154.0
2022,스페인,입항,52456.5,48308.25,4148.25
2022,슬로바키아,입항,5.0,5.0,0.0
2022,슬로베니아,입항,13991.25,13009.0,982.25
2022,시리아,입항,18.0,18.0,0.0
2022,시에라 리온,입항,174.0,174.0,0.0
2022,싱가포르,입항,52979.25,31628.75,21350.5
2022,아랍에미리트연합국,입항,61025.75,14075.25,46950.5
2022,아루바,입항,4.0,4.0,0.0
2022,아르헨티나,입항,14074.0,3086.0,10988.0
2022,아메리칸사모아,입항,3998.0,378.0,3620.0
2022,아이슬란드,입항,64.0,64.0,0.0
2022,아이티,입항,143.0,143.0,0.0
2022,아일랜드,입항,3156.0,3035.0,121.0
2022,알바니아,입항,664.0,664.0,0.0
2022,알제리,입항,40.0,40.0,0.0
2022,앙골라,입항,172.0,143.0,29.0
2022,앤티가 바부다,입항,2.0,2.0,0.0
2022,앤틸리스제도,입항,34.0,33.0,1.0
2022,에스토니아,입항,2391.0,2391.0,0.0
2022,에콰도르,입항,11026.0,3033.0,7993.0
2022,엘살바도르,입항,1022.0,1001.0,21.0
2022,영국,입항,20455.0,19666.0,789.0
2022,예멘,입항,2527.0,2185.0,342.0
2022,오만,입항,5459.25,4271.0,1188.25
2022,온두라스,입항,881.0,881.0,0.0
2022,요르단,입항,3663.0,2226.0,1437.0
2022,우루과이,입항,5114.0,1830.0,3284.0
2022,우크라이나,입항,1726.0,1264.0,462.0
2022,이라크,입항,72.0,10.0,62.0
2022,이란,입항,556.0,145.0,411.0
2022,이스라엘,입항,10862.0,5177.0,5685.0
2022,이집트,입항,7238.0,3813.0,3425.0
2022,이탈리아,입항,67366.5,60479.25,6887.25
2022,인도,입항,105394.0,79303.0,26091.0
2022,인도네시아,입항,81565.25,66875.25,14690.0
2022,일본,입항,756854.0,250990.0,505864.0
2022,자메이카,입항,9216.0,204.0,9012.0
2022,적도 기니,입항,10.0,10.0,0.0
2022,조지아,입항,152.0,152.0,0.0
2022,중국,입항,1176160.75,928417.75,247743.0
2022,지부티,입항,1085.0,1085.0,0.0
2022,체코,입항,8.0,8.0,0.0
2022,칠레,입항,61448.0,60411.0,1037.0
2022,카메룬,입항,14.0,14.0,0.0
2022,카보 베르데,입항,7.0,7.0,0.0
2022,카자흐스탄,입항,2.0,2.0,0.0
2022,카타르,입항,5671.5,4805.0,866.5
2022,캄보디아,입항,1761.0,1713.0,48.0
2022,캐나다,입항,118453.25,51998.5,66454.75
2022,케냐,입항,802.0,795.0,7.0
2022,코스타리카,입항,2143.0,2085.0,58.0
2022,코트디부아르,입항,158.0,158.0,0.0
2022,콜롬비아,입항,14595.0,5194.0,9401.0
2022,콩고,입항,30.0,30.0,0.0
2022,콩고 민주 공화국,입항,65.0,65.0,0.0
2022,쿠바,입항,13.0,13.0,0.0
2022,쿠웨이트,입항,702.0,698.0,4.0
2022,퀴라소,입항,4.0,4.0,0.0
2022,크로아티아,입항,2088.0,2074.0,14.0
2022,키리바시,입항,365.0,2.0,363.0
2022,키프로스,입항,144.0,144.0,0.0
2022,탄자니아,입항,3563.0,3563.0,0.0
2022,태국,입항,90377.5,87060.25,3317.25
2022,토고,입항,1335.0,517.0,818.0
