연도,국가명,수입,수출,환적,전체물동량
2022,코스타리카,2143.0,981.0,13686.0,16810.0
2022,코트디부아르,158.0,560.0,1580.0,2298.0
2022,콜롬비아,14595.0,19166.0,85359.5,119120.5
2022,콩고,30.0,32.0,116.0,178.0
2022,콩고 민주 공화국,65.0,116.0,139.0,320.0
2022,쿠바,13.0,84.0,5711.0,5808.0
2022,쿠웨이트,702.0,1244.0,911.0,2857.0
2022,쿡 제도,0.0,0.0,32.0,32.0
2022,퀴라소,4.0,0.0,272.0,276.0
2022,크로아티아,2088.0,17358.0,5399.25,24845.25
2022,키리바시,365.0,121.0,1916.0,2402.0
2022,키프로스,144.0,115.0,417.0,676.0
2022,탄자니아,3563.0,1129.0,2708.25,7400.25
2022,태국,90377.5,100523.0,199416.25,390316.75
2022,토고,1335.0,6010.0,862.0,8207.0
2022,통가,1476.0,9.0,1391.0,2876.0
2022,투발루,0.0,0.0,13.0,13.0
2022,튀니지,868.0,736.0,1626.0,3230.0
2022,튀르키예,31981.75,79542.5,71639.25,183163.5
2022,트리니다드 토바고,562.0,592.0,8103.25,9257.25
2022,파나마,56514.5,26230.0,67576.0,150320.5
2022,파라과이,272.0,47.0,986.0,1305.0
2022,파키스탄,16088.0,14987.75,17484.5,48560.25
2022,파푸아 뉴기니,884.0,1194.0,3569.0,5647.0
2022,팔라우,41.0,132.0,73.0,246.0
2022,페로 제도,0.0,0.0,6.0,6.0
2022,페루,18110.0,16037.0,98490.5,132637.5
2022,포르투갈,3448.0,1564.0,2221.0,7233.0
2022,폴란드,13283.0,8049.0,2743.0,24075.0
2022,푸에르토리코,2732.0,375.0,7809.0,10916.0
2022,프랑스,38834.25,13957.0,41811.75,94603.0
2022,프랑스령 기아나,3.0,7.0,244.0,254.0
2022,프랑스령 폴리네시아,4378.0,183.0,2974.0,7535.0
2022,피지,1756.0,626.0,7774.0,10156.0
2022,핀란드,12599.25,381.0,14136.0,27116.25
2022,필리핀,71176.75,46023.5,129499.25,246699.5
2022,헝가리,3.0,0.0,16.0,19.0
2022,호주,142809.25,61956.5,97648.0,302413.75
2022,홍콩,40212.0,67816.0,71599.0,179627.0
2023,가나,2670.0,3197.0,4450.5,10317.5
2023,가봉,61.0,17.0,1837.0,1915.0
2023,가이아나,15.0,280.0,10319.0,10614.0
2023,감비아,103.0,3.0,172.0,278.0
2023,과들루프,4.0,40.0,515.0,559.0
2023,과테말라,3824.0,8076.0,36123.5,48023.5
2023,괌,11275.25,3955.25,10935.25,26165.75
2023,그레나다,4.0,20.0,707.0,731.0
2023,그리스,14533.5,14060.0,15839.0,44432.5
2023,기니,705.0,130.0,942.5,1777.5
2023,기니비사우,6.0,1.0,55.0,62.0
2023,나미비아,65.0,24.0,1452.0,1541.0
2023,나우루,0.0,5.0,117.0,122.0
2023,나이지리아,3454.0,5629.0,6835.0,15918.0
2023,남아프리카,7137.0,4295.0,11300.0,22732.0
2023,네덜란드,87316.5,63668.0,37845.5,188830.0
2023,네팔,0.0,5.0,0.0,5.0
2023,노르웨이,5090.25,911.0,1876.0,7877.25
2023,뉴질랜드,34214.0,15320.0,24697.0,74231.0
2023,뉴칼레도니아,2978.0,741.0,4965.0,8684.0
2023,니카라과,315.0,170.0,9322.25,9807.25
2023,대만,89855.25,113281.0,137419.75,340556.0
2023,대한민국,72041.0,125503.0,301393.5,498937.5
2023,덴마크,12539.0,1614.75,7698.0,21851.75
2023,도미니카 공화국,2128.0,4255.0,47750.25,54133.25
2023,도미니카 연방,0.0,0.0,100.0,100.0
2023,독일,102020.0,66705.25,43351.75,212077.0
2023,동티모르,14.0,32.0,114.0,160.0
2023,라오스,0.0,1.0,0.0,1.0
2023,라이베리아,67.0,34.0,470.0,571.0
2023,라트비아,7161.0,724.0,4144.0,12029.0
2023,러시아,128199.0,172822.0,255123.0,556144.0
2023,레바논,936.0,372.0,718.5,2026.5
2023,레위니옹,28.0,174.0,44.0,246.0
2023,루마니아,2656.75,1651.0,9881.25,14189.0
2023,리비아,835.0,2123.0,1978.5,4936.5
2023,리투아니아,1857.0,3107.25,2303.5,7267.75
2023,마다가스카르,550.0,226.0,344.0,1120.0
2023,마르티니크,31.0,74.0,407.0,512.0
2023,마샬 제도,3608.0,215.0,1238.0,5061.0
2023,마요트,2.0,31.0,22.0,55.0
2023,마카오,1.0,4.0,4.0,9.0
2023,말레이시아,100393.75,85288.0,149202.5,334884.25
2023,멕시코,178959.0,190792.0,513977.5,883728.5
2023,모로코,4544.0,8403.0,17940.25,30887.25
2023,모리셔스,116.0,240.0,667.0,1023.0
2023,모리타니,359.0,41.0,1737.75,2137.75
2023,모잠비크,1237.0,1021.0,1845.0,4103.0
2023,몬세라트,0.0,0.0,6.0,6.0
2023,몬테네그로,1627.0,39.0,298.75,1964.75
2023,몰디브,0.0,97.0,716.0,813.0
2023,몰타,284.0,625.0,443.25,1352.25
2023,미국,751097.0,1025095.0,1717971.25,3494163.25
2023,미국령 버진아일랜드,0.0,3.0,79.0,82.0
2023,미얀마,3455.0,843.0,4934.0,9232.0
2023,미크로네시아,128.0,348.0,1583.0,2059.0
2023,바누아투,2392.0,230.0,4870.0,7492.0
2023,바레인,1721.0,436.0,2109.0,4266.0
2023,바베이도스,0.0,25.0,2073.0,2098.0
2023,바하마,2954.0,7521.0,114243.0,124718.0
2023,방글라데시,8439.75,7526.5,9283.5,25249.75
2023,베냉,0.0,119.0,765.0,884.0
2023,베네수엘라,366.0,260.0,24125.25,24751.25
2023,베트남,156915.5,211413.5,284313.0,652642.0
2023,벨기에,44682.25,25984.75,26659.0,97326.0
2023,벨리즈,0.0,62.0,632.0,694.0
2023,북마리아나 제도,2246.0,1057.25,1180.75,4484.0
2023,불가리아,1032.0,324.0,1925.0,3281.0
2023,브라질,57886.0,43849.0,130746.0,232481.0
2023,브루나이,32.0,18.0,149.0,199.0
2023,사모아,935.0,618.0,3370.0,4923.0
2023,사우디아라비아,49319.5,52822.5,31326.25,133468.25
2023,상투메 프린시페,0.0,7.0,6.0,13.0
2023,세네갈,860.0,708.0,3362.0,4930.0
2023,세르비아,0.0,0.0,6.0,6.0
2023,세이셸,106.0,113.0,253.0,472.0
2023,세인트 빈센트 그레나딘,0.0,9.0,135.0,144.0
2023,세인트루시아,32.0,42.0,640.25,714.25
2023,세인트키츠 네비스,0.0,1.0,101.25,102.25
2023,소말리아,5.0,87.0,213.0,305.0
2023,솔로몬제도,146.0,214.0,920.0,1280.0
2023,수단,62.0,76.0,1273.0,1411.0
2023,수리남,783.0,68.0,4156.25,5007.25
2023,스리랑카,3504.0,7559.0,4906.25,15969.25
2023,스웨덴,15163.5,6797.0,18932.0,40892.5
2023,스위스,0.0,0.0,1.0,1.0
2023,스페인,52991.75,40220.0,58059.5,151271.25
2023,슬로바키아,14.0,0.0,3.0,17.0
2023,슬로베니아,13780.25,106232.25,13739.5,133752.0
2023,시리아,5.0,113.25,204.25,322.5
2023,시에라 리온,182.0,85.0,853.0,1120.0
2023,싱가포르,74247.5,67669.0,94435.25,236351.75
2023,아랍에미리트연합국,61896.5,61494.0,80662.5,204053.0
2023,아루바,8.0,145.0,795.5,948.5
2023,아르헨티나,17225.0,4843.0,21608.0,43676.0
2023,아메리칸사모아,4055.0,724.0,1252.0,6031.0
2023,아이슬란드,85.0,68.0,594.0,747.0
2023,아이티,44.0,195.0,2917.25,3156.25
2023,아일랜드,2913.0,480.0,1973.0,5366.0
2023,알바니아,20.0,119.0,578.0,717.0
2023,알제리,59.0,1995.25,4850.0,6904.25
2023,앙골라,85.0,952.25,703.0,1740.25
2023,앤티가 바부다,2.0,8.0,319.0,329.0
2023,앤틸리스제도,54.0,108.0,1354.25,1516.25
2023,앵귈라,0.0,0.0,2.0,2.0
2023,에리트레아,0.0,3.0,1.0,4.0
2023,에스토니아,2755.0,173.0,1404.0,4332.0
2023,에콰도르,11268.0,19308.5,130331.25,160907.75
2023,에티오피아,0.0,0.0,0.0,0.0
2023,엘살바도르,925.0,366.0,13964.5,15255.5
2023,영국,28014.25,22937.25,36071.75,87023.25
2023,영국령 버진아일랜드,0.0,4.0,77.0,81.0
2023,예멘,668.0,203.0,785.5,1656.5
2023,오만,7833.25,11888.5,9378.75,29100.5
2023,오스트리아,16.0,0.0,1.0,17.0
2023,온두라스,550.0,524.0,10114.25,11188.25
2023,왈리스 푸투나,0.0,0.0,8.0,8.0
2023,요르단,6695.0,4432.0,5491.25,16618.25
2023,우간다,0.0,0.0,0.0,0.0
2023,우루과이,4091.0,2789.0,11885.0,18765.0
2023,우크라이나,0.0,78.0,273.0,351.0
2023,원양어획지역,24.0,6.0,1044.0,1074.0
2023,이라크,770.0,3421.25,521.25,4712.5
2023,이란,55.0,4657.0,102.0,4814.0
2023,이스라엘,34896.75,13945.25,17343.25,66185.25
2023,이집트,13409.0,43996.0,23605.5,81010.5
2023,이탈리아,61040.25,70368.75,74202.5,205611.5
2023,인도,99908.5,166956.25,144797.0,411661.75
2023,인도네시아,89659.75,106196.75,221990.75,417847.25
2023,일본,645989.5,448352.5,1764466.0,2858808.0
2023,자메이카,10403.0,4257.0,30840.5,45500.5
2023,적도 기니,14.0,191.0,7.0,212.0
2023,조지아,205.0,167.0,16120.0,16492.0
2023,중국,1310101.25,1232089.0,3711802.5,6253992.75
2023,지부티,2086.0,486.0,1413.25,3985.25
2023,지브롤터,0.0,0.0,0.0,0.0
2023,체코,171.0,0.0,18.0,189.0
2023,칠레,61458.0,28255.0,317592.75,407305.75
2023,카메룬,39.0,402.0,1978.0,2419.0
2023,카보 베르데,12.0,0.0,32.0,44.0
2023,카자흐스탄,0.0,0.0,0.0,0.0
2023,카타르,5882.5,5833.5,4644.25,16360.25
2023,캄보디아,1715.0,4021.0,10409.25,16145.25
2023,캐나다,119008.25,118063.75,417581.25,654653.25
2023,케냐,731.0,2595.0,3262.0,6588.0
2023,케이맨 제도,0.0,7.0,356.0,363.0
2023,코모로,0.0,0.0,61.0,61.0
2023,코스타리카,4029.0,548.0,16268.0,20845.0
2023,코트디부아르,283.0,3803.25,3140.0,7226.25
2023,콜롬비아,23011.0,20936.0,102953.5,146900.5
2023,콩고,277.0,626.0,411.0,1314.0
2023,콩고 민주 공화국,22.0,551.0,757.0,1330.0
2023,쿠바,39.0,551.0,8120.0,8710.0
2023,쿠웨이트,881.0,1113.0,910.0,2904.0
2023,쿡 제도,0.0,0.0,17.0,17.0
2023,퀴라소,41.0,0.0,67.0,108.0
2023,크로아티아,2335.25,6990.0,9103.5,18428.75
2023,키리바시,38.0,79.0,2489.0,2606.0
2023,키프로스,233.0,129.0,1436.0,1798.0
2023,탄자니아,2890.0,2496.0,4564.25,9950.25
2023,태국,92095.5,94222.5,218357.75,404675.75
2023,토고,2077.0,7619.0,1637.25,11333.25
2023,통가,1152.0,12.0,1707.0,2871.0
2023,투발루,0.0,0.0,10.0,10.0
2023,튀니지,1038.0,876.0,1325.25,3239.25
2023,튀르키예,25641.5,109357.5,78084.0,213083.0
2023,트리니다드 토바고,95.0,663.0,12530.75,13288.75
2023,파나마,17593.25,36637.25,75127.0,129357.5
2023,파라과이,198.0,22.0,3354.0,3574.0
2023,파키스탄,16117.75,13248.0,15819.75,45185.5
2023,파푸아 뉴기니,1287.0,1173.0,3136.0,5596.0
2023,팔라우,23.0,100.0,263.0,386.0
2023,페로 제도,13.0,0.0,16.0,29.0
2023,페루,26407.0,18175.0,129021.5,173603.5
2023,포르투갈,5030.0,1386.0,2885.0,9301.0
2023,폴란드,14470.25,14007.0,4406.0,32883.25
2023,푸에르토리코,1233.0,70.0,10871.5,12174.5
2023,프랑스,36389.25,20288.75,35465.5,92143.5
2023,프랑스령 기아나,4.0,20.0,257.0,281.0
2023,프랑스령 폴리네시아,4085.0,430.0,1163.0,5678.0
2023,피지,1854.0,697.0,3473.0,6024.0
2023,핀란드,10700.0,382.0,11253.0,22335.0
2023,필리핀,123259.0,43855.25,139283.5,306397.75
2023,헝가리,2.0,0.0,1.0,3.0
2023,호주,137153.75,67217.0,99928.25,304299.0
2023,홍콩,40451.0,48660.0,61384.75,150495.75
2024,가나,3000.0,2338.0,6127.5,11465.5
2024,가봉,12.0,27.0,2867.0,2906.0
2024,가이아나,9.0,179.0,6357.0,6545.0
2024,감비아,151.0,11.0,302.0,464.0
2024,과들루프,0.0,36.0,618.0,654.0
2024,과테말라,3648.0,6983.0,53065.25,63696.25
2024,괌,12938.75,1373.75,8592.0,22904.5
2024,그레나다,2.0,25.0,287.0,314.0
2024,그리스,7201.0,9663.0,24763.5,41627.5
2024,기니,475.0,71.0,1897.0,2443.0
2024,기니비사우,10.0,13.0,84.0,107.0
2024,나미비아,67.0,12.0,2294.0,2373.0
2024,나우루,0.0,4.0,172.0,176.0
2024,나이지리아,2553.0,4336.0,7826.75,14715.75
2024,남아프리카,8956.0,3867.0,21269.0,34092.0
2024,네덜란드,84044.25,69907.5,36338.25,190290.0
2024,노르웨이,6351.0,465.0,1442.5,8258.5
2024,뉴질랜드,34736.0,16632.0,35189.0,86557.0
2024,뉴칼레도니아,2125.0,777.0,3236.0,6138.0
2024,니우에,0.0,0.0,3.0,3.0
2024,니카라과,347.0,124.0,11054.25,11525.25
2024,대만,101895.75,108900.0,131424.25,342220.0
2024,대한민국,83113.0,96960.25,329529.0,509602.25
2024,덴마크,12538.25,792.0,4100.0,17430.25
2024,도미니카 공화국,2312.0,3078.0,38321.25,43711.25
2024,도미니카 연방,0.0,0.0,170.0,170.0
2024,독일,91140.75,68734.25,39605.75,199480.75
2024,동티모르,3.0,142.0,70.0,215.0
2024,라이베리아,14.0,21.0,401.75,436.75
2024,라트비아,8130.0,263.0,3546.0,11939.0
2024,러시아,130221.0,110826.0,226781.0,467828.0
2024,레바논,861.0,532.0,2642.0,4035.0
2024,레위니옹,23.0,140.0,130.0,293.0
2024,루마니아,2680.25,1117.25,14834.75,18632.25
2024,리비아,790.0,1887.0,2020.5,4697.5
2024,리투아니아,3354.5,1055.0,876.0,5285.5
2024,마다가스카르,410.0,142.0,795.0,1347.0
2024,마르티니크,4.0,63.0,416.0,483.0
2024,마샬 제도,3075.0,230.0,1571.0,4876.0
2024,마요트,1.0,6.0,3.0,10.0
2024,마카오,2.0,3.0,1.0,6.0
2024,말레이시아,80875.75,86641.0,157974.0,325490.75
2024,멕시코,191591.0,198348.0,550060.25,939999.25
2024,모로코,4417.0,8437.25,24547.5,37401.75
2024,모리셔스,164.0,193.0,1546.25,1903.25
2024,모리타니,480.0,37.0,1340.25,1857.25
2024,모잠비크,1082.0,1166.0,3027.0,5275.0
2024,몬세라트,0.0,0.0,2.0,2.0
2024,몬테네그로,1142.0,40.0,303.0,1485.0
2024,몰디브,1.0,79.0,418.0,498.0
2024,몰타,1704.0,295.0,872.0,2871.0
2024,미국,901699.75,1095045.25,2058044.75,4054789.75
2024,미국령 버진아일랜드,0.0,4.0,34.0,38.0
2024,미얀마,2188.0,674.0,4039.25,6901.25
2024,미크로네시아,72.0,305.0,1840.0,2217.0
2024,바누아투,2028.0,247.0,5690.0,7965.0
2024,바레인,2505.0,398.0,1988.0,4891.0
2024,바베이도스,1.0,49.0,999.0,1049.0
2024,바하마,1429.0,1183.25,154249.25,156861.5
2024,방글라데시,4385.0,5215.0,8717.5,18317.5
2024,베냉,30.0,159.0,1122.0,1311.0
2024,베네수엘라,217.0,349.0,23846.5,24412.5
2024,베트남,185013.75,223474.5,386899.0,795387.25
2024,벨기에,39853.5,23313.0,18801.0,81967.5
2024,벨리즈,0.0,40.0,376.0,416.0
2024,볼리비아,0.0,0.0,0.0,0.0
2024,북마리아나 제도,2843.25,558.5,1528.25,4930.0
2024,북마케도니아,0.0,0.0,2.0,2.0
2024,불가리아,1408.0,234.0,3652.25,5294.25
2024,브라질,40384.0,35003.25,121430.0,196817.25
2024,브루나이,38.0,13.0,51.0,102.0
2024,사모아,2602.0,449.0,3812.0,6863.0
2024,사우디아라비아,24922.5,41017.75,27727.25,93667.5
2024,상투메 프린시페,0.0,0.0,63.0,63.0
2024,세네갈,970.0,342.0,2933.25,4245.25
2024,세이셸,17.0,60.0,181.0,258.0
2024,세인트 빈센트 그레나딘,1.0,4.0,102.0,107.0
2024,세인트루시아,3.0,31.0,354.0,388.0
2024,세인트키츠 네비스,0.0,1.0,93.0,94.0
2024,소말리아,79.0,41.0,127.0,247.0
2024,솔로몬제도,24.0,196.0,758.0,978.0
2024,수단,22.0,73.0,217.0,312.0
2024,수리남,546.0,27.0,4122.25,4695.25
2024,스리랑카,3746.0,3528.0,8663.5,15937.5
2024,스웨덴,13873.5,5892.0,18133.5,37899.0
2024,스위스,2.0,0.0,0.0,2.0
2024,스페인,49162.25,40597.5,56834.5,146594.25
2024,슬로베니아,11190.75,83949.75,14572.25,109712.75
2024,시리아,2.0,126.0,936.5,1064.5
2024,시에라 리온,145.0,37.0,680.25,862.25
2024,신트마르턴,0.0,0.0,2.0,2.0
2024,싱가포르,59034.25,65296.25,92960.75,217291.25
2024,아랍에미리트연합국,68071.0,65143.0,83895.75,217109.75
2024,아루바,18.0,55.0,508.0,581.0
2024,아르헨티나,4054.0,1289.0,10243.0,15586.0
2024,아메리칸사모아,3196.0,742.0,1295.0,5233.0
2024,아이슬란드,124.0,122.0,268.0,514.0
2024,아이티,14.0,148.0,3020.0,3182.0
2024,아일랜드,2856.0,280.0,1635.25,4771.25
2024,알바니아,9.0,79.25,1232.0,1320.25
2024,알제리,59.0,1165.25,3689.0,4913.25
2024,앙골라,21.0,683.25,2174.25,2878.5
2024,앤티가 바부다,0.0,26.0,196.0,222.0
2024,앤틸리스제도,42.0,48.0,705.0,795.0
2024,앵귈라,0.0,0.0,0.0,0.0
2024,에리트레아,0.0,2.0,51.0,53.0
2024,에스토니아,2597.0,139.0,1000.0,3736.0
2024,에콰도르,22404.0,17708.0,105666.75,145778.75
2024,엘살바도르,1121.0,412.0,17086.25,18619.25
2024,영국,23133.5,25536.25,45080.0,93749.75
2024,영국령 버진아일랜드,0.0,6.0,76.0,82.0
2024,예멘,894.0,141.0,43.0,1078.0
2024,오만,6180.75,8014.0,8008.75,22203.5
2024,오스트리아,185.0,0.0,4.0,189.0
2024,온두라스,707.0,247.0,11549.75,12503.75
2024,왈리스 푸투나,0.0,0.0,2.0,2.0
2024,요르단,2401.0,1454.25,2454.5,6309.75
2024,우루과이,1058.0,620.0,5614.0,7292.0
2024,우즈베키스탄,0.0,0.0,0.0,0.0
2024,우크라이나,23.0,136.0,741.0,900.0
2024,원양어획지역,0.0,0.0,1310.0,1310.0
2024,이라크,2364.0,2333.25,4522.5,9219.75
2024,이란,99.0,5504.0,116.0,5719.0
2024,이스라엘,23828.5,15803.25,27736.75,67368.5
2024,이집트,9390.75,36088.25,22269.5,67748.5
2024,이탈리아,65734.0,65823.75,82313.25,213871.0
2024,인도,108985.0,174775.25,180455.5,464215.75
2024,인도네시아,87943.5,98681.5,284655.5,471280.5
2024,일본,674401.0,411319.25,1699515.5,2785235.75
2024,자메이카,8642.0,2038.0,34099.75,44779.75
2024,적도 기니,10.0,31.0,2.0,43.0
2024,조지아,263.0,194.0,14666.0,15123.0
2024,중국,1278576.5,1433559.5,4044877.75,6757013.75
2024,지부티,3753.0,178.0,1783.0,5714.0
2024,체코,69.0,0.0,115.0,184.0
2024,칠레,68868.0,38123.0,333182.0,440173.0
2024,카메룬,96.0,172.0,2142.5,2410.5
2024,카보 베르데,8.0,0.0,118.0,126.0
2024,카타르,4456.75,5880.0,5847.75,16184.5
2024,캄보디아,2139.0,3494.0,11860.75,17493.75
2024,캐나다,110124.0,126347.0,474100.75,710571.75
2024,케냐,654.0,1658.0,2179.25,4491.25
2024,케이맨 제도,0.0,9.0,234.0,243.0
2024,코모로,0.0,2.0,4.0,6.0
2024,코스타리카,3178.0,696.0,23799.75,27673.75
2024,코트디부아르,1280.0,1719.25,3826.0,6825.25
2024,콜롬비아,22058.0,23287.0,128293.75,173638.75
2024,콩고,9.0,221.0,696.0,926.0
2024,콩고 민주 공화국,12.0,243.0,220.0,475.0
2024,쿠바,27.0,302.0,5357.0,5686.0
2024,쿠웨이트,729.0,1040.0,1494.0,3263.0
2024,쿡 제도,0.0,0.0,55.0,55.0
2024,퀴라소,2.0,0.0,249.0,251.0
2024,크로아티아,1549.0,2143.0,6315.5,10007.5
2024,키리바시,886.0,94.0,4183.0,5163.0
2024,키프로스,152.0,98.0,1214.0,1464.0
2024,탄자니아,4106.0,1293.0,1984.0,7383.0
2024,태국,99452.75,92852.25,247064.0,439369.0
2024,토고,2369.0,4744.0,2173.0,9286.0
2024,통가,703.0,9.0,2375.0,3087.0
2024,투발루,0.0,1.0,55.0,56.0
2024,튀니지,775.0,681.0,998.25,2454.25
2024,튀르키예,28903.5,100143.75,80178.75,209226.0
2024,트리니다드 토바고,476.0,553.0,7666.25,8695.25
2024,파나마,28745.0,46885.0,77467.25,153097.25
2024,파라과이,165.0,73.0,623.0,861.0
2024,파키스탄,9911.0,20824.0,17460.25,48195.25
2024,파푸아 뉴기니,2105.0,1512.0,5564.0,9181.0
2024,팔라우,38.0,81.0,273.0,392.0
2024,페로 제도,40.0,0.0,2.0,42.0
2024,페루,20327.0,19225.0,138663.0,178215.0
2024,포르투갈,3986.0,1122.0,1639.75,6747.75
2024,폴란드,14911.25,10559.0,3716.5,29186.75
2024,푸에르토리코,973.0,183.0,7980.75,9136.75
2024,프랑스,28665.5,19482.5,38585.5,86733.5
2024,프랑스령 기아나,4.0,22.0,283.0,309.0
2024,프랑스령 폴리네시아,4717.0,190.0,1179.0,6086.0
2024,피지,975.0,609.0,7308.0,8892.0
2024,핀란드,10281.0,301.0,12038.0,22620.0
2024,필리핀,94013.0,48453.25,172799.5,315265.75
2024,헝가리,103.0,0.0,11.0,114.0
2024,호주,161687.0,67513.25,121011.75,350212.0
2024,홍콩,32715.25,46874.0,50340.0,129929.25
2025,가나,1943.0,3504.0,4895.0,10342.0
2025,가봉,26.0,30.0,2245.0,2301.0
2025,가이아나,58.0,107.0,6511.25,6676.25
2025,감비아,132.0,11.0,101.0,244.0
2025,과들루프,16.0,42.0,652.0,710.0
2025,과테말라,7166.0,4130.0,56011.5,67307.5
2025,괌,12050.75,2883.25,11468.75,26402.75
2025,그레나다,0.0,56.0,288.0,344.0
2025,그리스,2574.5,7380.0,8921.0,18875.5
2025,기니,366.0,139.0,876.25,1381.25
2025,기니비사우,12.0,2.0,56.0,70.0
2025,나미비아,270.0,266.0,3713.0,4249.0
2025,나우루,0.0,8.0,307.0,315.0
2025,나이지리아,1397.0,3868.0,8001.0,13266.0
2025,남아프리카,8788.0,2170.0,22935.0,33893.0
2025,네덜란드,69040.5,65936.5,40089.0,175066.0
2025,노르웨이,6842.25,203.0,1127.0,8172.25
2025,뉴질랜드,31212.0,17575.0,52258.0,101045.0
2025,뉴칼레도니아,1468.0,523.0,3636.0,5627.0
2025,니우에,0.0,0.0,8.0,8.0
2025,니카라과,1171.0,102.0,10549.25,11822.25
2025,대만,88676.0,114468.75,116716.25,319861.0
2025,대한민국,69501.75,97051.75,327446.5,494000.0
2025,덴마크,12069.0,727.0,5285.5,18081.5
2025,도미니카 공화국,3257.0,3050.0,42725.5,49032.5
2025,도미니카 연방,0.0,0.0,137.0,137.0
2025,독일,83822.75,46694.25,33412.0,163929.0
2025,동티모르,5.0,53.0,50.0,108.0
2025,라이베리아,8.0,17.0,275.0,300.0
2025,라트비아,8826.0,107.0,4840.0,13773.0
2025,러시아,111517.0,96092.0,191550.0,399159.0
2025,레바논,805.0,1391.0,5967.75,8163.75
2025,레위니옹,27.0,208.0,38.0,273.0
2025,루마니아,1488.5,985.0,7252.75,9726.25
2025,리비아,1267.0,1714.0,3601.75,6582.75
2025,리투아니아,2795.5,770.0,1085.25,4650.75
2025,마다가스카르,482.0,122.0,1073.0,1677.0
2025,마르티니크,718.0,82.0,475.0,1275.0
2025,마샬 제도,4258.0,226.0,1292.0,5776.0
2025,마요트,6.0,12.0,28.0,46.0
2025,마카오,0.0,11.0,0.0,11.0
2025,말레이시아,72997.5,192742.5,178742.0,444482.0
2025,멕시코,112828.25,195100.75,532849.75,840778.75
2025,모로코,4336.0,2110.0,11832.75,18278.75
2025,모리셔스,145.0,137.0,786.0,1068.0
2025,모리타니,149.0,33.0,1006.0,1188.0
2025,모잠비크,1854.0,1138.0,4130.0,7122.0
2025,몬세라트,0.0,0.0,3.0,3.0
2025,몬테네그로,1316.0,5.0,221.0,1542.0
2025,몰디브,0.0,61.0,257.0,318.0
2025,몰타,3016.0,14697.0,1385.0,19098.0
2025,미국,873331.5,999600.75,2174065.75,4046998.0
2025,미국령 버진아일랜드,0.0,2.0,46.0,48.0
2025,미얀마,2172.0,938.0,3451.0,6561.0
2025,미크로네시아,62.0,359.0,2084.0,2505.0
2025,바누아투,1107.0,231.0,6255.0,7593.0
2025,바레인,5838.0,658.0,3683.0,10179.0
2025,바베이도스,2.0,42.0,1313.25,1357.25
2025,바하마,825.0,2616.25,225622.0,229063.25
2025,방글라데시,3522.0,5585.0,9099.25,18206.25
2025,베냉,196.0,256.0,513.0,965.0
2025,베네수엘라,250.0,263.0,36828.5,37341.5
2025,베트남,181919.0,232174.25,395872.75,809966.0
2025,벨기에,39918.25,16535.0,23033.25,79486.5
2025,벨리즈,0.0,196.0,190.0,386.0
2025,볼리비아,0.0,0.0,8.0,8.0
2025,북마리아나 제도,846.25,708.75,1474.25,3029.25
2025,북마케도니아,0.0,0.0,0.0,0.0
2025,불가리아,724.0,167.0,1591.0,2482.0
2025,브라질,47008.0,45893.0,171020.0,263921.0
2025,브루나이,32.0,1.0,73.0,106.0
2025,사모아,2267.0,269.0,4463.0,6999.0
2025,사우디아라비아,36290.25,42101.25,22535.75,100927.25
2025,상투메 프린시페,0.0,1.0,37.0,38.0
2025,세네갈,957.0,396.0,1003.5,2356.5
2025,세이셸,21.0,60.0,43.0,124.0
2025,세인트 빈센트 그레나딘,0.0,4.0,101.0,105.0
2025,세인트루시아,6.0,8.0,298.0,312.0
2025,세인트키츠 네비스,0.0,3.0,93.0,96.0
2025,소말리아,81.0,55.0,196.0,332.0
2025,솔로몬제도,1635.0,201.0,975.0,2811.0
2025,수단,3.0,234.0,65.0,302.0
2025,수리남,565.0,24.0,6410.75,6999.75
2025,스리랑카,5505.0,3632.5,5668.75,14806.25
2025,스웨덴,13429.0,2744.0,24084.0,40257.0
2025,스위스,0.0,0.0,0.0,0.0
2025,스페인,56435.5,32449.25,77945.75,166830.5
2025,슬로베니아,13194.5,50922.25,14124.0,78240.75
2025,시리아,0.0,1437.0,2594.5,4031.5
2025,시에라 리온,129.0,26.0,326.0,481.0
2025,신트마르턴,0.0,0.0,0.0,0.0
2025,싱가포르,51592.75,67844.0,83771.0,203207.75
2025,아랍에미리트연합국,65254.0,70846.75,78368.75,214469.5
2025,아루바,10.0,58.0,582.25,650.25
2025,아르헨티나,3752.0,1194.0,13272.0,18218.0
2025,아메리칸사모아,2380.0,849.0,1781.0,5010.0
2025,아이슬란드,82.0,43.0,65.0,190.0
2025,아이티,44.0,94.0,3681.0,3819.0
2025,아일랜드,2931.0,587.0,2162.0,5680.0
2025,알바니아,12.0,72.0,916.25,1000.25
2025,알제리,36.0,1960.75,4270.75,6267.5
2025,앙골라,25.0,119.0,1994.0,2138.0
2025,앤티가 바부다,2.0,7.0,158.0,167.0
2025,앤틸리스제도,50.0,25.0,366.25,441.25
2025,앵귈라,0.0,0.0,2.0,2.0
2025,에리트레아,0.0,0.0,3.0,3.0
2025,에스토니아,3366.5,25.0,1784.0,5175.5
2025,에콰도르,22228.25,14787.0,104047.25,141062.5
2025,엘살바도르,1214.0,367.0,19240.5,20821.5
2025,영국,22818.75,23579.0,27434.0,73831.75
2025,영국령 버진아일랜드,0.0,2.0,37.0,39.0
