연도,국가명,수입,수출,환적,전체물동량
2025,예멘,585.0,134.0,153.0,872.0
2025,오만,3022.0,2393.75,7265.5,12681.25
2025,오스트리아,122.0,0.0,6.0,128.0
2025,온두라스,669.0,269.0,17087.25,18025.25
2025,왈리스 푸투나,0.0,0.0,53.0,53.0
2025,요르단,2492.0,1659.75,1067.75,5219.5
2025,우루과이,1154.0,146.0,4942.0,6242.0
2025,우즈베키스탄,2.0,0.0,0.0,2.0
2025,우크라이나,155.0,258.0,1146.0,1559.0
2025,원양어획지역,0.0,0.0,1050.0,1050.0
2025,이라크,2671.0,4163.0,1265.25,8099.25
2025,이란,28.0,4400.0,97.0,4525.0
2025,이스라엘,27033.25,16421.0,12929.0,56383.25
2025,이집트,7006.0,17171.0,20607.25,44784.25
2025,이탈리아,55039.75,45817.5,55007.25,155864.5
2025,인도,108558.25,171987.5,148760.75,429306.5
2025,인도네시아,85233.25,96504.0,283181.25,464918.5
2025,일본,781873.0,424074.0,1681423.5,2887370.5
2025,자메이카,7819.0,2578.0,32202.75,42599.75
2025,적도 기니,7.0,36.0,147.0,190.0
2025,조지아,143.0,146.0,11082.5,11371.5
2025,중국,1270019.0,1467888.0,4247309.5,6985216.5
2025,지부티,1979.0,423.0,2928.0,5330.0
2025,체코,138.0,0.0,9.0,147.0
2025,칠레,65324.75,40854.0,440219.75,546398.5
2025,카메룬,9.0,292.0,2482.0,2783.0
2025,카보 베르데,4.0,1.0,73.0,78.0
2025,카타르,5159.0,5760.75,4394.0,15313.75
2025,캄보디아,3804.0,3831.0,21635.25,29270.25
2025,캐나다,125733.5,115485.75,580968.0,822187.25
2025,케냐,625.0,2073.0,6013.0,8711.0
2025,케이맨 제도,0.0,4.0,170.0,174.0
2025,코모로,0.0,9.0,18.0,27.0
2025,코스타리카,2941.0,411.0,26292.5,29644.5
2025,코트디부아르,3219.0,2511.0,6608.0,12338.0
2025,콜롬비아,38029.0,33825.5,143017.25,214871.75
2025,콩고,144.0,67.0,284.0,495.0
2025,콩고 민주 공화국,24.0,194.0,161.0,379.0
2025,쿠바,98.0,351.0,5810.0,6259.0
2025,쿠웨이트,881.0,1009.0,1566.0,3456.0
2025,쿡 제도,0.0,0.0,110.0,110.0
2025,퀴라소,0.0,0.0,673.0,673.0
2025,크로아티아,1479.25,1274.0,6581.25,9334.5
2025,키리바시,2284.0,110.0,4273.0,6667.0
2025,키프로스,133.0,80.0,2181.0,2394.0
2025,탄자니아,6562.0,1461.0,3596.0,11619.0
2025,태국,94107.0,87879.0,240782.25,422768.25
2025,토고,2579.0,5576.0,3212.0,11367.0
2025,통가,235.0,41.0,2462.0,2738.0
2025,투발루,0.0,0.0,68.0,68.0
2025,튀니지,535.0,488.0,730.0,1753.0
2025,튀르키예,30797.5,83368.25,46728.5,160894.25
2025,트리니다드 토바고,380.0,185.0,10769.75,11334.75
2025,파나마,22921.25,30437.25,109467.25,162825.75
2025,파라과이,205.0,77.0,2614.0,2896.0
2025,파키스탄,15038.25,28348.5,16993.75,60380.5
2025,파푸아 뉴기니,2349.0,1735.0,4754.0,8838.0
2025,팔라우,16.0,81.0,276.0,373.0
2025,페로 제도,38.0,0.0,16.0,54.0
2025,페루,40093.0,18334.0,192732.5,251159.5
2025,포르투갈,3308.5,2903.0,2325.25,8536.75
2025,폴란드,17145.5,14229.0,6437.25,37811.75
2025,푸에르토리코,1185.0,105.0,10918.75,12208.75
2025,프랑스,28923.25,14089.0,24216.5,67228.75
2025,프랑스령 기아나,10.0,17.0,72.0,99.0
2025,프랑스령 폴리네시아,4929.0,309.0,1991.0,7229.0
2025,피지,650.0,645.0,8813.0,10108.0
2025,핀란드,13018.0,133.0,12484.0,25635.0
2025,필리핀,90877.75,51801.0,144273.5,286952.25
2025,헝가리,33.0,0.0,4.0,37.0
2025,호주,159320.0,71143.5,139014.5,369478.0
2025,홍콩,27288.0,42193.25,57963.5,127444.75
