입출항구분,국가명,연도,물동량
입항,호주,2021,152347.0
입항,홍콩,2021,57540.0
출항,가나,2021,3610.0
출항,가봉,2021,37.0
출항,가이아나,2021,164.0
출항,감비아,2021,8.0
출항,과들루프,2021,20.0
출항,과테말라,2021,5016.0
출항,괌,2021,2599.75
출항,그레나다,2021,20.0
출항,그리스,2021,10463.5
출항,기니,2021,176.0
출항,나미비아,2021,58.0
출항,나우루,2021,1.0
출항,나이지리아,2021,2139.75
출항,남아프리카,2021,4084.0
출항,네덜란드,2021,92975.25
출항,노르웨이,2021,315.25
출항,뉴질랜드,2021,14432.0
출항,뉴칼레도니아,2021,653.0
출항,니카라과,2021,482.0
출항,대만,2021,135897.75
출항,대한민국,2021,111735.25
출항,덴마크,2021,1347.0
출항,도미니카 공화국,2021,2934.0
출항,도미니카 연방,2021,0.0
출항,독일,2021,86322.75
출항,동티모르,2021,2.0
출항,라이베리아,2021,132.0
출항,라트비아,2021,517.0
출항,러시아,2021,160318.5
출항,레바논,2021,970.75
출항,레위니옹,2021,125.0
출항,루마니아,2021,2901.5
출항,리비아,2021,1643.25
출항,리투아니아,2021,1682.0
출항,마다가스카르,2021,207.0
출항,마르티니크,2021,24.0
출항,마샬 제도,2021,538.0
출항,마요트,2021,76.0
출항,마카오,2021,0.0
출항,말레이시아,2021,89606.75
출항,멕시코,2021,176086.0
출항,모로코,2021,3357.75
출항,모리셔스,2021,136.0
출항,모리타니,2021,123.0
출항,모잠비크,2021,1017.0
출항,몬테네그로,2021,35.0
출항,몰디브,2021,82.0
출항,몰타,2021,1674.0
출항,미국,2021,910698.75
출항,미국령 버진아일랜드,2021,5.0
출항,미얀마,2021,224.0
출항,미크로네시아,2021,320.0
출항,바누아투,2021,319.0
출항,바레인,2021,556.0
출항,바베이도스,2021,21.0
출항,바하마,2021,14442.0
출항,방글라데시,2021,2107.0
출항,베냉,2021,80.0
출항,베네수엘라,2021,431.0
출항,베트남,2021,243607.0
출항,벨기에,2021,25361.25
출항,벨리즈,2021,34.0
출항,북마리아나 제도,2021,1090.0
출항,불가리아,2021,433.0
출항,브라질,2021,60081.0
출항,브루나이,2021,5.0
출항,사모아,2021,269.0
출항,사우디아라비아,2021,39112.0
출항,세네갈,2021,654.0
출항,세이셸,2021,134.0
출항,세인트루시아,2021,27.0
출항,세인트키츠 네비스,2021,3.0
출항,소말리아,2021,101.0
출항,솔로몬제도,2021,272.0
출항,수단,2021,24.0
출항,수리남,2021,36.0
출항,스리랑카,2021,11074.25
출항,스웨덴,2021,5055.0
출항,스페인,2021,38003.0
출항,슬로베니아,2021,109109.0
출항,시리아,2021,256.0
출항,시에라 리온,2021,54.0
출항,싱가포르,2021,74986.0
출항,아랍에미리트연합국,2021,59437.75
출항,아루바,2021,103.0
출항,아르헨티나,2021,6299.0
출항,아메리칸사모아,2021,629.0
출항,아이티,2021,181.0
출항,아일랜드,2021,366.0
출항,알바니아,2021,119.0
출항,알제리,2021,1768.25
출항,앙골라,2021,1234.0
출항,앤티가 바부다,2021,1.0
출항,앤틸리스제도,2021,52.0
출항,에스토니아,2021,389.25
출항,에콰도르,2021,19367.0
출항,엘살바도르,2021,879.0
출항,영국,2021,23200.5
출항,영국령 버진아일랜드,2021,3.0
출항,예멘,2021,254.0
출항,오만,2021,2119.25
출항,온두라스,2021,988.0
출항,요르단,2021,2838.0
출항,우루과이,2021,3647.0
출항,우크라이나,2021,1385.25
출항,이라크,2021,1869.5
출항,이란,2021,1044.0
출항,이스라엘,2021,11058.0
출항,이집트,2021,41764.25
출항,이탈리아,2021,46890.75
출항,인도,2021,163915.5
출항,인도네시아,2021,104197.75
출항,일본,2021,422874.5
출항,자메이카,2021,2615.0
출항,적도 기니,2021,9.0
출항,조지아,2021,157.0
출항,중국,2021,1173936.5
출항,지부티,2021,118.0
출항,지브롤터,2021,0.0
출항,칠레,2021,23657.0
출항,카메룬,2021,353.0
출항,카보 베르데,2021,5.0
출항,카타르,2021,5131.25
출항,캄보디아,2021,4453.0
출항,캐나다,2021,127315.0
출항,케냐,2021,1409.0
출항,케이맨 제도,2021,5.0
출항,코모로,2021,1.0
출항,코스타리카,2021,1132.0
출항,코트디부아르,2021,870.0
출항,콜롬비아,2021,19494.0
출항,콩고,2021,56.0
출항,콩고 민주 공화국,2021,172.0
출항,쿠바,2021,71.0
출항,쿠웨이트,2021,1412.0
출항,크로아티아,2021,13121.75
출항,키리바시,2021,90.0
출항,키프로스,2021,106.0
출항,탄자니아,2021,1485.0
출항,태국,2021,96899.25
출항,토고,2021,4561.0
출항,통가,2021,4.0
출항,튀니지,2021,657.0
출항,튀르키예,2021,97455.5
출항,트리니다드 토바고,2021,467.0
출항,파나마,2021,19191.0
출항,파라과이,2021,61.0
출항,파키스탄,2021,19748.5
출항,파푸아 뉴기니,2021,1429.0
출항,팔라우,2021,113.0
출항,페루,2021,16462.0
출항,포르투갈,2021,1954.0
출항,폴란드,2021,5192.75
출항,푸에르토리코,2021,362.0
출항,프랑스,2021,16409.75
출항,프랑스령 기아나,2021,16.0
출항,프랑스령 폴리네시아,2021,123.0
출항,피지,2021,482.0
출항,핀란드,2021,605.25
출항,필리핀,2021,47394.0
출항,헝가리,2021,28.0
출항,호주,2021,61421.25
출항,홍콩,2021,82646.5
입항환적,가나,2021,366.0
입항환적,가봉,2021,732.0
입항환적,가이아나,2021,1855.0
입항환적,감비아,2021,8.0
입항환적,과들루프,2021,3.0
입항환적,과테말라,2021,5125.0
입항환적,괌,2021,4163.5
입항환적,그리스,2021,5116.75
입항환적,기니,2021,24.0
입항환적,기니비사우,2021,0.0
입항환적,기타국가,2021,0.0
입항환적,나미비아,2021,177.0
입항환적,나이지리아,2021,1421.0
입항환적,남아프리카,2021,6153.0
입항환적,네덜란드,2021,34454.5
입항환적,노르웨이,2021,2522.0
입항환적,뉴질랜드,2021,20795.0
입항환적,뉴칼레도니아,2021,2217.0
입항환적,니카라과,2021,3866.0
입항환적,대만,2021,67309.75
입항환적,대한민국,2021,95450.0
입항환적,덴마크,2021,3384.0
입항환적,도미니카 공화국,2021,1925.0
입항환적,도미니카 연방,2021,1.0
입항환적,독일,2021,30707.75
입항환적,동티모르,2021,90.0
입항환적,라이베리아,2021,1.0
입항환적,라트비아,2021,3479.0
입항환적,러시아,2021,189984.0
입항환적,레바논,2021,89.0
입항환적,레위니옹,2021,6.0
입항환적,루마니아,2021,6777.75
입항환적,리비아,2021,8.0
입항환적,리투아니아,2021,1194.0
입항환적,마다가스카르,2021,162.0
입항환적,마르티니크,2021,80.0
입항환적,마샬 제도,2021,398.0
입항환적,마카오,2021,0.0
입항환적,말레이시아,2021,85228.25
입항환적,멕시코,2021,50630.75
입항환적,모로코,2021,1802.0
입항환적,모리셔스,2021,340.0
입항환적,모리타니,2021,96.0
입항환적,모잠비크,2021,1140.0
입항환적,몬테네그로,2021,46.0
입항환적,몰디브,2021,3.0
입항환적,몰타,2021,535.0
입항환적,미국,2021,577290.5
입항환적,미얀마,2021,1656.0
입항환적,미크로네시아,2021,81.0
입항환적,바누아투,2021,362.0
입항환적,바레인,2021,432.0
입항환적,바베이도스,2021,111.0
입항환적,바하마,2021,13.0
입항환적,방글라데시,2021,6970.75
입항환적,베냉,2021,96.0
입항환적,베네수엘라,2021,1768.0
입항환적,베트남,2021,110775.25
입항환적,벨기에,2021,26453.5
입항환적,벨리즈,2021,910.0
입항환적,북마리아나 제도,2021,631.0
입항환적,불가리아,2021,1309.0
입항환적,브라질,2021,74940.0
입항환적,브루나이,2021,169.0
입항환적,사모아,2021,121.0
입항환적,사우디아라비아,2021,9727.0
입항환적,세네갈,2021,631.0
입항환적,세이셸,2021,19.0
입항환적,세인트루시아,2021,32.0
입항환적,소말리아,2021,1.0
입항환적,솔로몬제도,2021,33.0
입항환적,수단,2021,1848.0
입항환적,수리남,2021,555.0
입항환적,스리랑카,2021,3549.0
입항환적,스웨덴,2021,10106.0
입항환적,스페인,2021,33848.25
입항환적,슬로베니아,2021,11032.75
입항환적,시리아,2021,6.0
입항환적,시에라 리온,2021,93.0
입항환적,싱가포르,2021,26105.25
입항환적,아랍에미리트연합국,2021,23557.5
입항환적,아루바,2021,88.0
입항환적,아르헨티나,2021,9931.0
입항환적,아메리칸사모아,2021,14.0
입항환적,아이슬란드,2021,58.0
입항환적,아이티,2021,74.0
입항환적,아일랜드,2021,1118.0
입항환적,알바니아,2021,900.0
입항환적,알제리,2021,164.25
입항환적,앙골라,2021,72.0
입항환적,앤티가 바부다,2021,6.0
입항환적,앤틸리스제도,2021,27.0
입항환적,에스토니아,2021,1040.0
입항환적,에콰도르,2021,48437.0
입항환적,엘살바도르,2021,1352.0
입항환적,영국,2021,9392.0
입항환적,예멘,2021,41.0
입항환적,오만,2021,7013.0
입항환적,오스트리아,2021,2.0
입항환적,온두라스,2021,843.0
입항환적,요르단,2021,613.25
입항환적,우루과이,2021,7332.0
입항환적,우크라이나,2021,9312.0
입항환적,원양어획지역,2021,718.0
입항환적,이라크,2021,0.0
입항환적,이란,2021,2.0
입항환적,이스라엘,2021,4030.0
입항환적,이집트,2021,11720.0
입항환적,이탈리아,2021,37476.5
입항환적,인도,2021,69242.75
입항환적,인도네시아,2021,153480.25
입항환적,일본,2021,779276.0
입항환적,자메이카,2021,260.0
입항환적,적도 기니,2021,181.0
입항환적,조지아,2021,258.0
입항환적,중국,2021,2719457.25
입항환적,지부티,2021,413.0
입항환적,지브롤터,2021,4.0
입항환적,차드,2021,0.0
입항환적,체코,2021,0.0
입항환적,칠레,2021,84753.0
입항환적,카메룬,2021,334.0
입항환적,카보 베르데,2021,0.0
입항환적,카타르,2021,2626.0
입항환적,캄보디아,2021,5419.75
입항환적,캐나다,2021,151625.25
입항환적,케냐,2021,749.0
입항환적,코모로,2021,0.0
입항환적,코스타리카,2021,5416.0
입항환적,코트디부아르,2021,341.0
입항환적,콜롬비아,2021,7983.25
입항환적,콩고,2021,60.0
입항환적,콩고 민주 공화국,2021,4.0
입항환적,쿠바,2021,612.0
입항환적,쿠웨이트,2021,409.0
입항환적,퀴라소,2021,118.0
입항환적,크로아티아,2021,2208.25
입항환적,키리바시,2021,4.0
입항환적,키프로스,2021,449.0
입항환적,탄자니아,2021,382.0
입항환적,태국,2021,109876.5
입항환적,토고,2021,163.0
입항환적,통가,2021,14.0
입항환적,튀니지,2021,205.0
입항환적,튀르키예,2021,38481.0
입항환적,트리니다드 토바고,2021,560.0
입항환적,파나마,2021,13862.75
입항환적,파라과이,2021,349.0
입항환적,파키스탄,2021,13020.75
입항환적,파푸아 뉴기니,2021,101.0
입항환적,팔라우,2021,4.0
입항환적,페로 제도,2021,4.0
입항환적,페루,2021,31800.0
입항환적,포르투갈,2021,2229.0
입항환적,폴란드,2021,2419.5
입항환적,푸에르토리코,2021,1996.0
입항환적,프랑스,2021,23614.0
입항환적,프랑스령 폴리네시아,2021,231.0
입항환적,피지,2021,268.0
입항환적,핀란드,2021,15891.0
입항환적,필리핀,2021,69782.75
입항환적,헝가리,2021,8.0
입항환적,호주,2021,92173.0
입항환적,홍콩,2021,44482.0
출항환적,가나,2021,869.25
출항환적,가봉,2021,30.0
출항환적,가이아나,2021,2271.0
출항환적,감비아,2021,15.0
출항환적,과들루프,2021,94.0
출항환적,과테말라,2021,19388.0
출항환적,괌,2021,4496.75
출항환적,그레나다,2021,161.25
출항환적,그리스,2021,7663.25
출항환적,기니,2021,96.5
출항환적,나미비아,2021,583.0
출항환적,나우루,2021,167.0
출항환적,나이지리아,2021,2289.0
출항환적,남아프리카,2021,2495.0
출항환적,네덜란드,2021,26209.25
출항환적,노르웨이,2021,370.0
출항환적,뉴질랜드,2021,14033.5
출항환적,뉴칼레도니아,2021,4305.0
출항환적,니카라과,2021,3603.0
출항환적,대만,2021,82430.75
출항환적,대한민국,2021,213275.0
출항환적,덴마크,2021,713.0
출항환적,도미니카 공화국,2021,18042.5
출항환적,도미니카 연방,2021,112.0
출항환적,독일,2021,22642.75
출항환적,동티모르,2021,53.0
출항환적,라이베리아,2021,26.0
출항환적,라트비아,2021,160.25
출항환적,러시아,2021,340406.5
출항환적,레바논,2021,3130.25
출항환적,레위니옹,2021,23.0
출항환적,루마니아,2021,2585.5
출항환적,리비아,2021,1393.25
출항환적,리투아니아,2021,334.0
출항환적,마다가스카르,2021,209.0
출항환적,마르티니크,2021,100.0
출항환적,마샬 제도,2021,1247.0
출항환적,마요트,2021,7.0
출항환적,마카오,2021,15.0
출항환적,말레이시아,2021,37749.0
출항환적,멕시코,2021,298418.25
출항환적,모로코,2021,8178.0
출항환적,모리셔스,2021,137.0
출항환적,모리타니,2021,155.0
출항환적,모잠비크,2021,544.0
출항환적,몬테네그로,2021,85.0
출항환적,몰디브,2021,95.0
출항환적,몰타,2021,202.5
출항환적,미국,2021,1072586.25
출항환적,미국령 버진아일랜드,2021,47.0
출항환적,미얀마,2021,252.0
출항환적,미크로네시아,2021,1376.0
출항환적,바누아투,2021,4160.0
출항환적,바레인,2021,109.0
출항환적,바베이도스,2021,913.0
출항환적,바하마,2021,54147.5
출항환적,방글라데시,2021,524.0
출항환적,버뮤다,2021,2.0
출항환적,베냉,2021,110.0
출항환적,베네수엘라,2021,10109.0
출항환적,베트남,2021,108308.75
출항환적,벨기에,2021,10112.5
출항환적,벨리즈,2021,358.0
출항환적,볼리비아,2021,0.0
출항환적,북마리아나 제도,2021,1099.25
출항환적,불가리아,2021,569.0
출항환적,브라질,2021,55281.0
출항환적,브루나이,2021,2.0
출항환적,사모아,2021,3062.0
출항환적,사우디아라비아,2021,18554.25
출항환적,상투메 프린시페,2021,2.0
출항환적,세네갈,2021,243.0
출항환적,세이셸,2021,8.0
출항환적,세인트 빈센트 그레나딘,2021,87.0
출항환적,세인트루시아,2021,182.0
출항환적,세인트키츠 네비스,2021,86.0
출항환적,소말리아,2021,68.0
출항환적,솔로몬제도,2021,1635.0
출항환적,수단,2021,307.0
출항환적,수리남,2021,1844.0
출항환적,스리랑카,2021,1220.0
출항환적,스웨덴,2021,1920.0
출항환적,스페인,2021,22215.0
출항환적,슬로베니아,2021,6983.75
출항환적,시리아,2021,443.0
출항환적,시에라 리온,2021,52.0
출항환적,싱가포르,2021,67208.25
출항환적,아랍에미리트연합국,2021,36328.0
출항환적,아루바,2021,137.75
출항환적,아르헨티나,2021,11969.0
출항환적,아메리칸사모아,2021,1334.0
출항환적,아이티,2021,1731.0
출항환적,아일랜드,2021,545.0
출항환적,알바니아,2021,49.0
출항환적,알제리,2021,2376.25
출항환적,앙골라,2021,36.0
출항환적,앤티가 바부다,2021,164.0
출항환적,앤틸리스제도,2021,447.0
출항환적,앵귈라,2021,6.0
출항환적,에리트레아,2021,8.0
출항환적,에스토니아,2021,136.0
출항환적,에콰도르,2021,36042.25
출항환적,엘살바도르,2021,6435.5
출항환적,영국,2021,23237.0
출항환적,영국령 버진아일랜드,2021,13.0
출항환적,예멘,2021,36.0
출항환적,오만,2021,5108.75
출항환적,온두라스,2021,5584.75
출항환적,왈리스 푸투나,2021,2.0
출항환적,요르단,2021,2680.0
출항환적,우루과이,2021,2972.0
출항환적,우크라이나,2021,3637.5
출항환적,원양어획지역,2021,179.0
출항환적,이라크,2021,364.0
출항환적,이란,2021,14.0
출항환적,이스라엘,2021,17001.0
출항환적,이집트,2021,17191.0
출항환적,이탈리아,2021,29311.25
출항환적,인도,2021,45361.25
출항환적,인도네시아,2021,49714.5
출항환적,일본,2021,937351.0
출항환적,자메이카,2021,15996.0
출항환적,적도 기니,2021,8.0
출항환적,조지아,2021,1367.25
출항환적,중국,2021,1171796.0
출항환적,지부티,2021,61.0
출항환적,칠레,2021,234695.75
출항환적,카메룬,2021,260.0
출항환적,카보 베르데,2021,0.0
출항환적,카타르,2021,2861.5
출항환적,캄보디아,2021,595.5
출항환적,캐나다,2021,350186.0
출항환적,케냐,2021,840.0
출항환적,케이맨 제도,2021,102.0
출항환적,코모로,2021,4.0
출항환적,코스타리카,2021,10302.75
출항환적,코트디부아르,2021,709.0
출항환적,콜롬비아,2021,88049.75
출항환적,콩고,2021,29.0
출항환적,콩고 민주 공화국,2021,58.0
출항환적,쿠바,2021,3422.0
출항환적,쿠웨이트,2021,294.0
출항환적,쿡 제도,2021,6.0
출항환적,퀴라소,2021,62.0
출항환적,크로아티아,2021,2274.25
출항환적,키리바시,2021,2592.0
출항환적,키프로스,2021,91.0
출항환적,탄자니아,2021,471.0
출항환적,태국,2021,77737.25
출항환적,토고,2021,186.0
출항환적,통가,2021,1444.0
출항환적,투발루,2021,0.0
출항환적,튀니지,2021,1405.5
출항환적,튀르키예,2021,38218.25
출항환적,트리니다드 토바고,2021,4585.0
출항환적,파나마,2021,42952.0
출항환적,파라과이,2021,297.0
출항환적,파키스탄,2021,6356.25
출항환적,파푸아 뉴기니,2021,4483.0
출항환적,팔라우,2021,117.0
출항환적,페루,2021,72938.25
출항환적,포르투갈,2021,278.0
출항환적,폴란드,2021,2174.0
출항환적,푸에르토리코,2021,6691.0
출항환적,프랑스,2021,21038.75
출항환적,프랑스령 기아나,2021,59.0
출항환적,프랑스령 폴리네시아,2021,1738.0
출항환적,피지,2021,6179.0
출항환적,핀란드,2021,303.0
출항환적,필리핀,2021,69737.5
출항환적,호주,2021,21096.0
출항환적,홍콩,2021,45750.75
입항,가나,2022,2526.0
입항,가봉,2022,160.0
입항,가이아나,2022,53.0
입항,감비아,2022,96.0
입항,과들루프,2022,7.0
입항,과테말라,2022,5122.0
입항,괌,2022,12501.0
입항,그레나다,2022,2.0
입항,그리스,2022,6607.25
입항,기니,2022,780.0
입항,기니비사우,2022,14.0
입항,나미비아,2022,158.0
입항,나이지리아,2022,2529.0
입항,남아프리카,2022,8444.0
입항,네덜란드,2022,73827.0
입항,노르웨이,2022,6935.25
입항,뉴질랜드,2022,30793.0
입항,뉴칼레도니아,2022,3220.0
입항,니카라과,2022,227.0
입항,대만,2022,85566.5
입항,대한민국,2022,68290.0
입항,덴마크,2022,13101.0
입항,도미니카 공화국,2022,3269.0
입항,독일,2022,99673.25
입항,동티모르,2022,18.0
입항,라이베리아,2022,36.0
입항,라트비아,2022,6994.0
입항,러시아,2022,136597.0
입항,레바논,2022,904.0
입항,레위니옹,2022,33.0
입항,루마니아,2022,5382.0
입항,리비아,2022,523.0
입항,리투아니아,2022,2049.0
입항,마다가스카르,2022,345.0
입항,마르티니크,2022,17.0
입항,마샬 제도,2022,4827.0
입항,마요트,2022,0.0
입항,마카오,2022,1.0
입항,말레이시아,2022,94098.75
입항,멕시코,2022,102146.5
입항,모로코,2022,2755.0
입항,모리셔스,2022,366.0
입항,모리타니,2022,354.0
입항,모잠비크,2022,1133.0
입항,몬테네그로,2022,1400.0
입항,몰디브,2022,4.0
입항,몰타,2022,931.0
입항,미국,2022,784513.25
입항,미얀마,2022,3754.0
입항,미크로네시아,2022,190.0
입항,바누아투,2022,2028.0
입항,바레인,2022,2790.0
입항,바베이도스,2022,1.0
입항,바하마,2022,1292.0
입항,방글라데시,2022,7794.0
입항,베냉,2022,102.0
입항,베네수엘라,2022,880.0
입항,베트남,2022,162114.75
입항,벨기에,2022,43754.0
입항,벨리즈,2022,4.0
입항,북마리아나 제도,2022,4528.5
입항,불가리아,2022,1327.0
입항,브라질,2022,46956.0
입항,브루나이,2022,10.0
입항,사모아,2022,1106.0
입항,사우디아라비아,2022,27214.25
입항,세네갈,2022,958.0
입항,세이셸,2022,79.0
입항,세인트루시아,2022,48.0
입항,소말리아,2022,0.0
입항,솔로몬제도,2022,148.0
입항,수단,2022,113.0
입항,수리남,2022,553.0
입항,스리랑카,2022,5026.0
입항,스웨덴,2022,15547.25
입항,스페인,2022,52456.5
입항,슬로바키아,2022,5.0
입항,슬로베니아,2022,13991.25
입항,시리아,2022,18.0
입항,시에라 리온,2022,174.0
입항,싱가포르,2022,52979.25
입항,아랍에미리트연합국,2022,61025.75
입항,아루바,2022,4.0
입항,아르헨티나,2022,14074.0
입항,아메리칸사모아,2022,3998.0
입항,아이슬란드,2022,64.0
입항,아이티,2022,143.0
입항,아일랜드,2022,3156.0
입항,알바니아,2022,664.0
입항,알제리,2022,40.0
입항,앙골라,2022,172.0
입항,앤티가 바부다,2022,2.0
입항,앤틸리스제도,2022,34.0
입항,에스토니아,2022,2391.0
입항,에콰도르,2022,11026.0
입항,엘살바도르,2022,1022.0
입항,영국,2022,20455.0
입항,예멘,2022,2527.0
입항,오만,2022,5459.25
입항,오스트리아,2022,0.0
입항,온두라스,2022,881.0
입항,요르단,2022,3663.0
입항,우루과이,2022,5114.0
입항,우크라이나,2022,1726.0
입항,원양어획지역,2022,0.0
입항,이라크,2022,72.0
입항,이란,2022,556.0
입항,이스라엘,2022,10862.0
입항,이집트,2022,7238.0
입항,이탈리아,2022,67366.5
입항,인도,2022,105394.0
입항,인도네시아,2022,81565.25
입항,일본,2022,756854.0
입항,자메이카,2022,9216.0
입항,적도 기니,2022,10.0
입항,조지아,2022,152.0
입항,중국,2022,1176160.75
입항,지부티,2022,1085.0
입항,체코,2022,8.0
입항,칠레,2022,61448.0
입항,카메룬,2022,14.0
입항,카보 베르데,2022,7.0
입항,카자흐스탄,2022,2.0
입항,카타르,2022,5671.5
입항,캄보디아,2022,1761.0
입항,캐나다,2022,118453.25
입항,케냐,2022,802.0
입항,코스타리카,2022,2143.0
입항,코트디부아르,2022,158.0
입항,콜롬비아,2022,14595.0
입항,콩고,2022,30.0
입항,콩고 민주 공화국,2022,65.0
입항,쿠바,2022,13.0
입항,쿠웨이트,2022,702.0
입항,퀴라소,2022,4.0
입항,크로아티아,2022,2088.0
입항,키리바시,2022,365.0
입항,키프로스,2022,144.0
입항,탄자니아,2022,3563.0
입항,태국,2022,90377.5
입항,토고,2022,1335.0
입항,통가,2022,1476.0
입항,튀니지,2022,868.0
입항,튀르키예,2022,31981.75
입항,트리니다드 토바고,2022,562.0
입항,파나마,2022,56514.5
입항,파라과이,2022,272.0
입항,파키스탄,2022,16088.0
입항,파푸아 뉴기니,2022,884.0
입항,팔라우,2022,41.0
입항,페로 제도,2022,0.0
입항,페루,2022,18110.0
입항,포르투갈,2022,3448.0
입항,폴란드,2022,13283.0
입항,푸에르토리코,2022,2732.0
입항,프랑스,2022,38834.25
입항,프랑스령 기아나,2022,3.0
입항,프랑스령 폴리네시아,2022,4378.0
입항,피지,2022,1756.0
입항,핀란드,2022,12599.25
입항,필리핀,2022,71176.75
입항,헝가리,2022,3.0
입항,호주,2022,142809.25
입항,홍콩,2022,40212.0
출항,가나,2022,2713.0
출항,가봉,2022,9.0
출항,가이아나,2022,177.0
출항,감비아,2022,6.0
출항,과들루프,2022,50.0
출항,과테말라,2022,5984.0
출항,괌,2022,3099.5
출항,그레나다,2022,27.0
출항,그리스,2022,10746.0
출항,기니,2022,116.25
출항,기니비사우,2022,11.0
출항,나미비아,2022,20.0
출항,나우루,2022,0.0
출항,나이지리아,2022,2627.0
출항,남아프리카,2022,3344.0
출항,네덜란드,2022,64172.75
출항,네팔,2022,0.0
출항,노르웨이,2022,320.0
출항,뉴질랜드,2022,14057.0
출항,뉴칼레도니아,2022,1061.0
출항,니카라과,2022,328.0
출항,대만,2022,134897.75
출항,대한민국,2022,121080.0
출항,덴마크,2022,2035.0
출항,도미니카 공화국,2022,3092.0
출항,도미니카 연방,2022,3.0
출항,독일,2022,62987.75
출항,동티모르,2022,57.0
출항,라오스,2022,0.0
출항,라이베리아,2022,34.0
출항,라트비아,2022,356.0
출항,러시아,2022,143859.0
출항,레바논,2022,2059.0
출항,레위니옹,2022,141.0
출항,루마니아,2022,2260.0
출항,리비아,2022,2913.0
출항,리투아니아,2022,930.0
출항,마다가스카르,2022,160.0
출항,마르티니크,2022,45.0
출항,마샬 제도,2022,262.0
출항,마요트,2022,3.0
출항,마카오,2022,2.0
출항,말레이시아,2022,88789.5
출항,멕시코,2022,177809.0
출항,모로코,2022,2146.0
출항,모리셔스,2022,145.0
출항,모리타니,2022,99.0
출항,모잠비크,2022,873.0
출항,몬테네그로,2022,29.0
출항,몰디브,2022,75.0
출항,몰타,2022,758.0
출항,미국,2022,924209.25
출항,미국령 버진아일랜드,2022,7.0
출항,미얀마,2022,504.0
출항,미크로네시아,2022,332.0
출항,바누아투,2022,261.0
출항,바레인,2022,424.0
출항,바베이도스,2022,40.0
출항,바하마,2022,8765.0
출항,방글라데시,2022,3833.5
출항,베냉,2022,32.0
출항,베네수엘라,2022,441.0
출항,베트남,2022,238725.5
출항,벨기에,2022,22620.75
출항,벨리즈,2022,41.0
출항,북마리아나 제도,2022,1019.5
출항,불가리아,2022,206.0
출항,브라질,2022,56535.0
출항,브루나이,2022,22.0
출항,사모아,2022,187.0
출항,사우디아라비아,2022,37663.5
출항,상투메 프린시페,2022,4.0
출항,세네갈,2022,682.0
출항,세이셸,2022,168.0
출항,세인트 빈센트 그레나딘,2022,7.0
출항,세인트루시아,2022,34.0
출항,세인트키츠 네비스,2022,3.0
출항,소말리아,2022,86.0
출항,솔로몬제도,2022,339.0
출항,수단,2022,23.0
출항,수리남,2022,27.0
출항,스리랑카,2022,12742.25
출항,스웨덴,2022,5215.0
출항,스페인,2022,31222.0
출항,슬로베니아,2022,108583.5
출항,시리아,2022,281.25
출항,시에라 리온,2022,62.0
출항,싱가포르,2022,68019.25
출항,아랍에미리트연합국,2022,61862.5
출항,아루바,2022,164.0
출항,아르헨티나,2022,6340.0
출항,아메리칸사모아,2022,622.0
출항,아이슬란드,2022,23.0
출항,아이티,2022,299.0
출항,아일랜드,2022,386.0
출항,알바니아,2022,59.0
출항,알제리,2022,1865.0
출항,앙골라,2022,543.0
출항,앤티가 바부다,2022,6.0
출항,앤틸리스제도,2022,42.0
출항,에리트레아,2022,4.0
출항,에스토니아,2022,231.5
출항,에콰도르,2022,23184.0
출항,엘살바도르,2022,680.0
출항,영국,2022,10748.75
출항,영국령 버진아일랜드,2022,9.0
출항,예멘,2022,93.0
출항,오만,2022,2114.0
출항,온두라스,2022,433.0
출항,요르단,2022,2879.0
출항,우루과이,2022,2843.0
출항,우크라이나,2022,203.0
출항,원양어획지역,2022,0.0
출항,이라크,2022,3159.75
출항,이란,2022,1971.0
출항,이스라엘,2022,13559.5
출항,이집트,2022,39879.0
출항,이탈리아,2022,57959.0
출항,인도,2022,154496.0
출항,인도네시아,2022,110966.0
출항,일본,2022,420403.0
출항,자메이카,2022,1885.0
출항,적도 기니,2022,114.0
출항,조지아,2022,157.0
출항,중국,2022,1229386.5
출항,지부티,2022,534.0
출항,지브롤터,2022,1.0
출항,칠레,2022,26901.0
출항,카메룬,2022,156.0
출항,카타르,2022,4273.75
출항,캄보디아,2022,3579.0
출항,캐나다,2022,122763.5
출항,케냐,2022,1946.0
출항,케이맨 제도,2022,5.0
출항,코모로,2022,1.0
출항,코스타리카,2022,981.0
출항,코트디부아르,2022,560.0
출항,콜롬비아,2022,19166.0
출항,콩고,2022,32.0
출항,콩고 민주 공화국,2022,116.0
출항,쿠바,2022,84.0
출항,쿠웨이트,2022,1244.0
출항,크로아티아,2022,17358.0
출항,키리바시,2022,121.0
출항,키프로스,2022,115.0
출항,탄자니아,2022,1129.0
출항,태국,2022,100523.0
출항,토고,2022,6010.0
출항,통가,2022,9.0
출항,튀니지,2022,736.0
출항,튀르키예,2022,79542.5
출항,트리니다드 토바고,2022,592.0
출항,파나마,2022,26230.0
출항,파라과이,2022,47.0
출항,파키스탄,2022,14987.75
출항,파푸아 뉴기니,2022,1194.0
출항,팔라우,2022,132.0
출항,페루,2022,16037.0
출항,포르투갈,2022,1564.0
출항,폴란드,2022,8049.0
출항,푸에르토리코,2022,375.0
출항,프랑스,2022,13957.0
출항,프랑스령 기아나,2022,7.0
출항,프랑스령 폴리네시아,2022,183.0
출항,피지,2022,626.0
