연도,국가명,물동량
2021,쿠바,4034.0
2021,쿠웨이트,703.0
2021,쿡 제도,6.0
2021,퀴라소,180.0
2021,크로아티아,4482.5
2021,키리바시,2596.0
2021,키프로스,540.0
2021,탄자니아,853.0
2021,태국,187613.75
2021,토고,349.0
2021,통가,1458.0
2021,투발루,0.0
2021,튀니지,1610.5
2021,튀르키예,76699.25
2021,트리니다드 토바고,5145.0
2021,파나마,56814.75
2021,파라과이,646.0
2021,파키스탄,19377.0
2021,파푸아 뉴기니,4584.0
2021,팔라우,121.0
2021,페로 제도,4.0
2021,페루,104738.25
2021,포르투갈,2507.0
2021,폴란드,4593.5
2021,푸에르토리코,8687.0
2021,프랑스,44652.75
2021,프랑스령 기아나,59.0
2021,프랑스령 폴리네시아,1969.0
2021,피지,6447.0
2021,핀란드,16194.0
2021,필리핀,139520.25
2021,헝가리,8.0
2021,호주,113269.0
2021,홍콩,90232.75
2022,가나,2615.0
2022,가봉,807.0
2022,가이아나,5836.25
2022,감비아,72.0
2022,과들루프,438.0
2022,과테말라,29278.25
2022,괌,8310.75
2022,그레나다,291.0
2022,그리스,9836.0
2022,기니,190.0
2022,기니비사우,57.0
2022,나미비아,745.0
2022,나우루,278.0
2022,나이지리아,5255.5
2022,남아프리카,9759.0
2022,네덜란드,42250.0
2022,노르웨이,2962.25
2022,뉴질랜드,26066.0
2022,뉴칼레도니아,8006.0
2022,니카라과,7396.25
2022,대만,131864.25
2022,대한민국,308835.5
2022,덴마크,6353.0
2022,도미니카 공화국,27124.0
2022,도미니카 연방,160.0
2022,독일,45741.75
2022,동티모르,166.0
2022,라이베리아,151.0
2022,라트비아,5382.0
2022,러시아,354351.25
2022,레바논,2512.75
2022,레위니옹,166.0
2022,루마니아,11989.75
2022,리비아,1632.75
2022,리투아니아,1561.0
2022,마다가스카르,541.0
2022,마르티니크,429.0
2022,마샬 제도,970.0
2022,마요트,20.0
2022,마카오,7.0
2022,말레이시아,127536.5
2022,멕시코,363015.75
2022,모로코,4745.25
2022,모리셔스,427.0
2022,모리타니,461.5
2022,모잠비크,2221.0
2022,몬세라트,0.0
2022,몬테네그로,84.0
2022,몰디브,425.0
2022,몰타,1640.25
2022,미국,1686186.0
2022,미국령 버진아일랜드,104.0
2022,미얀마,3140.0
2022,미크로네시아,1224.0
2022,바누아투,4089.0
2022,바레인,1093.0
2022,바베이도스,2352.0
2022,바하마,68463.75
2022,방글라데시,8208.0
2022,베냉,701.0
2022,베네수엘라,12851.0
2022,베트남,257122.5
2022,벨기에,28320.5
2022,벨리즈,754.0
2022,북마리아나 제도,1909.25
2022,불가리아,2006.25
2022,브라질,131611.0
2022,브루나이,73.0
2022,사모아,3058.0
2022,사우디아라비아,33792.75
2022,상투메 프린시페,0.0
2022,세네갈,3203.0
2022,세르비아,0.0
2022,세이셸,89.0
2022,세인트 빈센트 그레나딘,192.0
2022,세인트루시아,405.0
2022,세인트키츠 네비스,124.0
2022,소말리아,185.0
2022,솔로몬제도,1981.0
2022,수단,1377.0
2022,수리남,3005.0
2022,스리랑카,3945.0
2022,스웨덴,15018.0
2022,스위스,4.0
2022,스페인,45496.5
2022,슬로바키아,0.0
2022,슬로베니아,16243.75
2022,시리아,563.0
2022,시에라 리온,125.0
2022,싱가포르,94552.0
2022,아랍에미리트연합국,69666.25
2022,아루바,585.25
2022,아르헨티나,27043.0
2022,아메리칸사모아,1767.0
2022,아이슬란드,108.0
2022,아이티,1886.0
2022,아일랜드,1377.25
2022,알바니아,709.25
2022,알제리,2953.75
2022,앙골라,634.0
2022,앤티가 바부다,254.25
2022,앤틸리스제도,781.5
2022,앵귈라,25.0
2022,에리트레아,2.0
2022,에스토니아,2315.0
2022,에콰도르,103648.0
2022,에티오피아,2.0
2022,엘살바도르,7677.5
2022,영국,16716.75
2022,영국령 버진아일랜드,46.0
2022,예멘,191.0
2022,오만,13093.5
2022,오스트리아,0.0
2022,온두라스,8662.75
2022,왈리스 푸투나,3.0
2022,요르단,5109.25
2022,우간다,21.0
2022,우루과이,14610.0
2022,우크라이나,4868.0
2022,원양어획지역,1500.0
2022,이라크,904.0
2022,이란,77.0
2022,이스라엘,23780.5
2022,이집트,18812.25
2022,이탈리아,64394.25
2022,인도,125467.25
2022,인도네시아,200990.5
2022,일본,1788389.25
2022,자메이카,24568.75
2022,적도 기니,38.0
2022,조지아,2853.75
2022,중국,3539634.0
2022,지부티,1162.0
2022,체코,7.0
2022,칠레,274842.5
2022,카메룬,926.0
2022,카보 베르데,11.0
2022,카타르,5419.5
