연도,월,국가명,수입,수출,환적,전체물동량
2020,7,벨기에,3542.0,1667.25,1612.0,6821.25
2020,7,벨리즈,0.0,4.0,24.0,28.0
2020,7,북마리아나 제도,329.0,90.0,178.0,597.0
2020,7,불가리아,84.0,34.0,161.0,279.0
2020,7,브라질,2536.0,4275.0,8579.0,15390.0
2020,7,브루나이,0.0,0.0,8.0,8.0
2020,7,사모아,427.0,7.0,231.0,665.0
2020,7,사우디아라비아,1028.0,3050.75,3016.75,7095.5
2020,7,세네갈,197.0,44.0,68.0,309.0
2020,7,세르비아,4.0,0.0,0.0,4.0
2020,7,세이셸,5.0,18.0,29.0,52.0
2020,7,세인트 빈센트 그레나딘,0.0,0.0,19.0,19.0
2020,7,세인트루시아,0.0,0.0,18.0,18.0
2020,7,세인트키츠 네비스,0.0,0.0,4.0,4.0
2020,7,소말리아,11.0,5.0,2.0,18.0
2020,7,솔로몬제도,1.0,6.0,319.0,326.0
2020,7,수단,4.0,50.0,742.0,796.0
2020,7,수리남,72.0,5.0,533.0,610.0
2020,7,스리랑카,629.0,2433.0,535.0,3597.0
2020,7,스웨덴,1615.0,381.0,1406.0,3402.0
2020,7,스위스,3.0,0.0,0.0,3.0
2020,7,스페인,3746.0,2597.0,3509.0,9852.0
2020,7,슬로베니아,1271.0,5988.0,1047.25,8306.25
2020,7,시리아,0.0,61.0,445.0,506.0
2020,7,시에라 리온,30.0,3.0,4.0,37.0
2020,7,싱가포르,4241.5,5810.25,6455.5,16507.25
2020,7,아랍에미리트연합국,3735.25,4808.0,5540.5,14083.75
2020,7,아루바,0.0,0.0,0.0,0.0
2020,7,아르헨티나,974.0,535.0,1627.0,3136.0
2020,7,아메리칸사모아,250.0,53.0,225.0,528.0
2020,7,아이슬란드,0.0,0.0,0.0,0.0
2020,7,아이티,5.0,6.0,391.0,402.0
2020,7,아일랜드,203.0,35.0,54.0,292.0
2020,7,알바니아,0.0,5.0,89.0,94.0
2020,7,알제리,11.0,235.25,132.0,378.25
2020,7,앙골라,14.0,7.0,3.0,24.0
2020,7,앤티가 바부다,0.0,0.0,42.0,42.0
2020,7,앤틸리스제도,26.0,5.0,27.0,58.0
2020,7,에리트레아,0.0,0.0,0.0,0.0
2020,7,에스토니아,354.0,115.0,140.0,609.0
2020,7,에콰도르,419.0,1180.0,8088.0,9687.0
2020,7,엘살바도르,18.0,25.0,395.5,438.5
2020,7,영국,1453.5,2417.0,1540.25,5410.75
2020,7,영국령 버진아일랜드,0.0,1.0,0.0,1.0
2020,7,예멘,150.0,107.0,0.0,257.0
2020,7,오만,839.0,268.0,1044.0,2151.0
2020,7,온두라스,138.0,38.0,512.75,688.75
2020,7,요르단,495.0,216.0,1124.0,1835.0
2020,7,우루과이,410.0,228.0,529.0,1167.0
2020,7,우크라이나,466.0,142.0,1236.0,1844.0
2020,7,원양어획지역,0.0,0.0,190.0,190.0
2020,7,이라크,0.0,119.0,106.0,225.0
2020,7,이란,0.0,0.0,0.0,0.0
2020,7,이스라엘,1049.0,1121.0,1457.0,3627.0
2020,7,이집트,671.0,3620.25,2170.0,6461.25
2020,7,이탈리아,5507.0,3602.0,4956.0,14065.0
2020,7,인도,8178.25,7387.0,6758.25,22323.5
2020,7,인도네시아,7266.0,6829.25,16061.0,30156.25
2020,7,일본,69490.5,35096.0,133856.0,238442.5
2020,7,자메이카,65.0,295.0,940.0,1300.0
2020,7,적도 기니,1.0,0.0,0.0,1.0
2020,7,조지아,28.0,21.0,68.0,117.0
2020,7,중국,93255.25,112907.0,324231.25,530393.5
2020,7,지부티,178.0,45.0,51.0,274.0
2020,7,차드,0.0,0.0,0.0,0.0
2020,7,체코,2.0,0.0,0.0,2.0
2020,7,칠레,4820.0,1516.0,17764.0,24100.0
2020,7,카메룬,1.0,18.0,13.0,32.0
2020,7,카보 베르데,0.0,0.0,4.0,4.0
2020,7,카타르,450.0,350.0,517.0,1317.0
2020,7,캄보디아,142.0,517.0,406.25,1065.25
2020,7,캐나다,7726.75,11751.5,41213.0,60691.25
2020,7,케냐,42.0,119.0,70.0,231.0
2020,7,케이맨 제도,0.0,0.0,13.0,13.0
2020,7,코모로,0.0,0.0,0.0,0.0
2020,7,코스타리카,57.0,46.0,1107.0,1210.0
2020,7,코트디부아르,22.0,58.0,11.0,91.0
2020,7,콜롬비아,819.0,1114.0,7737.75,9670.75
2020,7,콩고,0.0,17.0,4.0,21.0
2020,7,콩고 민주 공화국,5.0,4.0,0.0,9.0
2020,7,쿠바,0.0,189.0,321.0,510.0
2020,7,쿠웨이트,12.0,64.0,39.0,115.0
2020,7,쿡 제도,0.0,0.0,0.0,0.0
2020,7,퀴라소,0.0,0.0,0.0,0.0
2020,7,크로아티아,75.0,318.0,138.0,531.0
2020,7,키리바시,22.0,8.0,263.0,293.0
2020,7,키프로스,9.0,10.0,80.0,99.0
2020,7,탄자니아,230.0,184.0,39.0,453.0
2020,7,태국,6997.75,6728.25,14020.0,27746.0
2020,7,토고,62.0,154.0,23.0,239.0
2020,7,통가,76.0,36.0,151.0,263.0
2020,7,튀니지,42.0,92.0,103.75,237.75
2020,7,튀르키예,2282.5,7038.0,5383.0,14703.5
2020,7,트리니다드 토바고,2.0,25.0,496.25,523.25
2020,7,파나마,3933.0,1719.0,4368.25,10020.25
2020,7,파라과이,45.0,3.0,43.0,91.0
2020,7,파키스탄,845.25,1111.75,1568.25,3525.25
2020,7,파푸아 뉴기니,22.0,84.0,482.0,588.0
2020,7,팔라우,1.0,13.0,19.0,33.0
2020,7,페루,1540.0,1007.0,5881.5,8428.5
2020,7,포르투갈,214.0,244.0,104.0,562.0
2020,7,폴란드,1387.0,718.0,335.0,2440.0
2020,7,푸에르토리코,239.0,34.0,676.0,949.0
2020,7,프랑스,3125.0,1677.0,2872.5,7674.5
2020,7,프랑스령 기아나,0.0,3.0,3.0,6.0
2020,7,프랑스령 폴리네시아,413.0,9.0,83.0,505.0
2020,7,피지,121.0,81.0,400.0,602.0
2020,7,핀란드,1149.0,37.0,1266.0,2452.0
2020,7,필리핀,4431.0,4782.5,12757.25,21970.75
2020,7,헝가리,2.0,0.0,1.0,3.0
2020,7,호주,9122.0,5869.0,7045.0,22036.0
2020,7,홍콩,2828.0,6217.5,6870.25,15915.75
2020,8,가나,58.0,322.5,140.0,520.5
2020,8,가봉,8.0,3.0,292.0,303.0
2020,8,가이아나,10.0,5.0,682.0,697.0
2020,8,감비아,15.0,0.0,1.0,16.0
2020,8,과들루프,0.0,3.0,5.0,8.0
2020,8,과테말라,717.0,179.0,1374.0,2270.0
2020,8,괌,1215.25,190.0,1135.25,2540.5
2020,8,그레나다,0.0,0.0,19.0,19.0
2020,8,그리스,1602.0,1476.0,1282.0,4360.0
2020,8,기니,66.0,14.0,22.0,102.0
2020,8,기니비사우,0.0,0.0,0.0,0.0
2020,8,기타국가,0.0,0.0,0.0,0.0
2020,8,나미비아,6.0,10.0,44.0,60.0
2020,8,나우루,0.0,0.0,0.0,0.0
2020,8,나이지리아,133.0,192.0,207.0,532.0
2020,8,남아프리카,487.0,474.0,596.0,1557.0
2020,8,네덜란드,7450.0,5766.25,4919.25,18135.5
2020,8,노르웨이,371.0,15.0,196.0,582.0
2020,8,뉴질랜드,3063.0,1248.0,5404.0,9715.0
2020,8,뉴칼레도니아,143.0,27.0,771.0,941.0
2020,8,니카라과,47.0,31.0,516.5,594.5
2020,8,대만,4584.5,7937.25,11443.25,23965.0
2020,8,대한민국,3335.0,8543.0,17433.75,29311.75
2020,8,덴마크,973.0,187.0,256.0,1416.0
2020,8,도미니카 공화국,244.0,142.0,1468.25,1854.25
2020,8,도미니카 연방,0.0,0.0,1.0,1.0
2020,8,독일,8002.5,6374.0,5334.25,19710.75
2020,8,동티모르,0.0,0.0,0.0,0.0
2020,8,라이베리아,16.0,7.0,1.0,24.0
2020,8,라트비아,1066.0,42.0,392.0,1500.0
2020,8,러시아,4821.0,9118.0,33952.0,47891.0
2020,8,레바논,114.0,60.0,230.0,404.0
2020,8,레위니옹,2.0,3.0,1.0,6.0
2020,8,루마니아,726.25,368.0,1461.25,2555.5
2020,8,리비아,116.0,158.0,48.25,322.25
2020,8,리투아니아,474.0,185.0,67.0,726.0
2020,8,마다가스카르,13.0,4.0,1.0,18.0
2020,8,마르티니크,0.0,2.0,5.0,7.0
2020,8,마샬 제도,494.0,129.0,175.0,798.0
2020,8,마요트,0.0,0.0,0.0,0.0
2020,8,마카오,0.0,0.0,0.0,0.0
2020,8,말레이시아,6815.5,6097.25,10725.25,23638.0
2020,8,말리,0.0,0.0,0.0,0.0
2020,8,멕시코,6089.5,10748.0,22151.5,38989.0
2020,8,모로코,90.0,226.0,183.0,499.0
2020,8,모리셔스,0.0,31.0,27.0,58.0
2020,8,모리타니,58.0,3.0,22.0,83.0
2020,8,모잠비크,14.0,79.0,131.0,224.0
2020,8,몬테네그로,2.0,5.0,4.0,11.0
2020,8,몰디브,0.0,1.0,3.0,4.0
2020,8,몰타,121.0,61.0,29.0,211.0
2020,8,미국,49015.75,59450.5,140923.75,249390.0
2020,8,미국령 버진아일랜드,0.0,0.0,3.0,3.0
2020,8,미얀마,884.0,147.0,292.0,1323.0
2020,8,미크로네시아,10.0,27.0,225.0,262.0
2020,8,바누아투,2.0,9.0,538.0,549.0
2020,8,바레인,100.0,47.0,33.0,180.0
2020,8,바베이도스,0.0,3.0,155.0,158.0
2020,8,바하마,0.0,3035.0,5086.0,8121.0
2020,8,방글라데시,592.0,46.0,469.0,1107.0
2020,8,베냉,0.0,0.0,2.0,2.0
2020,8,베네수엘라,30.0,35.0,980.0,1045.0
2020,8,베트남,12843.5,19609.5,18075.0,50528.0
2020,8,벨기에,2957.5,1250.25,2257.5,6465.25
2020,8,벨리즈,1.0,0.0,24.0,25.0
2020,8,북마리아나 제도,30.0,75.0,158.25,263.25
2020,8,불가리아,127.0,45.0,149.0,321.0
2020,8,브라질,2290.0,2720.0,9287.0,14297.0
2020,8,브루나이,1.0,0.0,4.0,5.0
2020,8,사모아,226.0,5.0,356.0,587.0
2020,8,사우디아라비아,2757.0,4112.25,2506.5,9375.75
2020,8,세네갈,199.0,61.0,96.0,356.0
2020,8,세르비아,0.0,0.0,0.0,0.0
2020,8,세이셸,1.0,6.0,27.0,34.0
2020,8,세인트 빈센트 그레나딘,4.0,0.0,4.0,8.0
2020,8,세인트루시아,0.0,3.0,33.0,36.0
2020,8,세인트키츠 네비스,0.0,6.0,2.0,8.0
2020,8,소말리아,8.0,1.0,5.0,14.0
2020,8,솔로몬제도,3.0,17.0,438.0,458.0
2020,8,수단,1.0,60.0,363.0,424.0
2020,8,수리남,78.0,4.0,491.0,573.0
2020,8,스리랑카,391.0,2110.0,445.0,2946.0
2020,8,스웨덴,1251.0,334.0,783.0,2368.0
2020,8,스위스,0.0,0.0,0.0,0.0
2020,8,스페인,2320.25,3102.0,2287.0,7709.25
2020,8,슬로베니아,1331.0,8337.0,1758.0,11426.0
2020,8,시리아,0.0,162.0,345.0,507.0
2020,8,시에라 리온,14.0,4.0,5.0,23.0
2020,8,싱가포르,3063.5,6963.5,6539.5,16566.5
2020,8,아랍에미리트연합국,2638.0,5731.0,7331.75,15700.75
2020,8,아루바,0.0,0.0,2.0,2.0
2020,8,아르헨티나,363.0,416.0,1456.0,2235.0
2020,8,아메리칸사모아,108.0,160.0,199.0,467.0
2020,8,아이슬란드,0.0,0.0,0.0,0.0
2020,8,아이티,6.0,13.0,323.0,342.0
2020,8,아일랜드,142.0,55.0,145.0,342.0
2020,8,알바니아,0.0,13.0,57.0,70.0
2020,8,알제리,40.0,177.0,126.75,343.75
2020,8,앙골라,6.0,60.0,2.0,68.0
2020,8,앤티가 바부다,0.0,0.0,5.0,5.0
2020,8,앤틸리스제도,0.0,6.0,30.0,36.0
2020,8,에리트레아,0.0,0.0,0.0,0.0
2020,8,에스토니아,423.0,31.0,170.0,624.0
2020,8,에콰도르,625.0,1283.0,6938.0,8846.0
2020,8,엘살바도르,27.0,25.0,396.5,448.5
2020,8,영국,1651.0,2079.25,2131.25,5861.5
2020,8,영국령 버진아일랜드,0.0,0.0,0.0,0.0
2020,8,예멘,166.0,17.0,2.0,185.0
2020,8,오만,453.0,504.0,635.0,1592.0
2020,8,온두라스,36.0,27.0,524.0,587.0
2020,8,요르단,102.0,211.25,370.0,683.25
2020,8,우루과이,123.0,93.0,509.0,725.0
2020,8,우크라이나,381.0,256.0,1187.25,1824.25
2020,8,원양어획지역,0.0,0.0,26.0,26.0
2020,8,이라크,0.0,148.0,87.0,235.0
2020,8,이란,2.0,4.0,0.0,6.0
2020,8,이스라엘,675.0,1116.0,897.0,2688.0
2020,8,이집트,734.0,2656.5,2305.0,5695.5
2020,8,이탈리아,4271.25,4481.0,5203.25,13955.5
2020,8,인도,6924.25,8380.0,6173.0,21477.25
2020,8,인도네시아,6312.75,8099.0,13775.75,28187.5
2020,8,일본,66440.5,33307.5,132482.0,232230.0
2020,8,자메이카,61.0,158.0,1127.5,1346.5
2020,8,적도 기니,0.0,0.0,0.0,0.0
2020,8,조지아,29.0,30.0,140.0,199.0
2020,8,중국,85185.5,100323.0,328512.25,514020.75
2020,8,지부티,94.0,40.0,62.0,196.0
2020,8,지브롤터,29.0,0.0,0.0,29.0
2020,8,차드,0.0,0.0,0.0,0.0
2020,8,체코,0.0,0.0,0.0,0.0
2020,8,칠레,5720.0,1184.0,20424.25,27328.25
2020,8,카메룬,4.0,12.0,30.0,46.0
2020,8,카보 베르데,0.0,0.0,4.0,4.0
2020,8,카타르,686.0,415.0,415.25,1516.25
2020,8,캄보디아,193.0,422.0,454.25,1069.25
2020,8,캐나다,7343.5,9993.75,43544.5,60881.75
2020,8,케냐,35.0,130.0,205.0,370.0
2020,8,케이맨 제도,0.0,0.0,3.0,3.0
2020,8,코모로,0.0,0.0,0.0,0.0
2020,8,코스타리카,47.0,13.0,1166.0,1226.0
2020,8,코트디부아르,3.0,17.0,16.0,36.0
2020,8,콜롬비아,835.0,961.0,7023.25,8819.25
2020,8,콩고,5.0,8.0,1.0,14.0
2020,8,콩고 민주 공화국,0.0,20.0,12.0,32.0
2020,8,쿠바,0.0,56.0,197.0,253.0
2020,8,쿠웨이트,106.0,107.0,20.0,233.0
2020,8,쿡 제도,0.0,0.0,0.0,0.0
2020,8,퀴라소,0.0,0.0,0.0,0.0
2020,8,크로아티아,75.0,904.0,162.75,1141.75
2020,8,키리바시,30.0,4.0,165.0,199.0
2020,8,키프로스,20.0,17.0,11.0,48.0
2020,8,탄자니아,223.0,156.0,32.0,411.0
2020,8,태국,5675.5,7723.0,11741.0,25139.5
2020,8,토고,147.0,211.0,0.0,358.0
2020,8,통가,1.0,10.0,107.0,118.0
2020,8,튀니지,65.0,151.0,101.25,317.25
2020,8,튀르키예,2155.25,8102.0,5919.0,16176.25
2020,8,트리니다드 토바고,28.0,21.0,489.0,538.0
2020,8,파나마,3504.75,1162.0,5445.75,10112.5
2020,8,파라과이,15.0,4.0,42.0,61.0
2020,8,파키스탄,662.5,1107.25,1096.0,2865.75
2020,8,파푸아 뉴기니,37.0,120.0,473.0,630.0
2020,8,팔라우,4.0,7.0,11.0,22.0
2020,8,페루,1955.0,1114.0,7402.0,10471.0
2020,8,포르투갈,312.0,153.0,370.25,835.25
2020,8,폴란드,916.25,843.0,289.0,2048.25
2020,8,푸에르토리코,244.0,15.0,1192.0,1451.0
2020,8,프랑스,3056.0,1298.0,2692.0,7046.0
2020,8,프랑스령 기아나,0.0,0.0,3.0,3.0
2020,8,프랑스령 폴리네시아,164.0,8.0,73.0,245.0
2020,8,피지,122.0,72.0,507.0,701.0
2020,8,핀란드,1310.0,22.0,1523.0,2855.0
2020,8,필리핀,5003.0,3701.5,13635.0,22339.5
2020,8,헝가리,1.0,20.0,0.0,21.0
2020,8,호주,10802.0,3868.0,18508.0,33178.0
2020,8,홍콩,2725.5,5705.5,7766.25,16197.25
2020,9,가나,25.0,295.0,137.25,457.25
2020,9,가봉,0.0,2.0,10.0,12.0
2020,9,가이아나,1.0,8.0,474.0,483.0
2020,9,감비아,6.0,0.0,0.0,6.0
2020,9,과들루프,0.0,1.0,11.0,12.0
2020,9,과테말라,750.0,237.0,1842.0,2829.0
2020,9,괌,906.75,145.0,647.5,1699.25
2020,9,그레나다,0.0,0.0,29.0,29.0
2020,9,그리스,2051.0,1429.0,752.0,4232.0
2020,9,기니,53.0,1.0,18.0,72.0
2020,9,기니비사우,2.0,0.0,0.0,2.0
2020,9,기타국가,0.0,0.0,0.0,0.0
2020,9,나미비아,19.0,5.0,63.0,87.0
2020,9,나우루,0.0,0.0,7.0,7.0
2020,9,나이지리아,122.0,160.0,195.5,477.5
2020,9,남아프리카,581.0,575.0,1000.0,2156.0
2020,9,네덜란드,7564.25,6362.0,4289.0,18215.25
2020,9,노르웨이,257.0,23.0,130.0,410.0
2020,9,뉴질랜드,3078.0,1295.0,3834.0,8207.0
2020,9,뉴칼레도니아,34.0,39.0,757.0,830.0
2020,9,니카라과,19.0,49.0,511.25,579.25
2020,9,대만,7002.75,8652.25,12991.75,28646.75
2020,9,대한민국,9992.0,6347.0,23130.5,39469.5
2020,9,덴마크,521.0,157.0,294.0,972.0
2020,9,도미니카 공화국,156.0,220.0,2086.0,2462.0
2020,9,도미니카 연방,0.0,3.0,3.0,6.0
2020,9,독일,7539.0,6610.0,4873.0,19022.0
2020,9,동티모르,0.0,0.0,15.0,15.0
2020,9,라이베리아,3.0,1.0,0.0,4.0
2020,9,라트비아,822.0,38.0,272.0,1132.0
2020,9,러시아,5872.0,12557.5,33089.75,51519.25
2020,9,레바논,76.0,89.0,78.0,243.0
2020,9,레위니옹,2.0,0.0,0.0,2.0
2020,9,루마니아,679.25,218.0,665.0,1562.25
2020,9,리비아,195.0,108.0,20.0,323.0
2020,9,리투아니아,229.25,289.0,77.0,595.25
2020,9,마다가스카르,8.0,9.0,61.0,78.0
2020,9,마르티니크,0.0,3.0,0.0,3.0
2020,9,마샬 제도,511.0,47.0,168.0,726.0
2020,9,마요트,0.0,20.0,0.0,20.0
2020,9,마카오,0.0,0.0,3.0,3.0
2020,9,말레이시아,6208.25,6977.25,12375.0,25560.5
2020,9,말리,0.0,0.0,0.0,0.0
2020,9,멕시코,5716.0,15830.0,28886.0,50432.0
2020,9,모로코,216.0,254.0,130.0,600.0
2020,9,모리셔스,17.0,43.0,24.0,84.0
2020,9,모리타니,59.0,0.0,16.0,75.0
2020,9,모잠비크,127.0,135.0,90.0,352.0
2020,9,몬테네그로,70.0,2.0,4.0,76.0
2020,9,몰디브,0.0,0.0,7.0,7.0
2020,9,몰타,3.0,64.0,43.0,110.0
2020,9,미국,49285.75,74248.75,135512.5,259047.0
2020,9,미국령 버진아일랜드,0.0,0.0,2.0,2.0
2020,9,미얀마,828.0,105.0,303.0,1236.0
2020,9,미크로네시아,2.0,50.0,187.0,239.0
2020,9,바누아투,265.0,9.0,478.0,752.0
2020,9,바레인,60.0,58.0,12.0,130.0
2020,9,바베이도스,0.0,0.0,112.0,112.0
2020,9,바하마,0.0,3102.0,7645.0,10747.0
2020,9,방글라데시,947.0,30.0,563.25,1540.25
2020,9,베냉,0.0,5.0,29.0,34.0
2020,9,베네수엘라,64.0,39.0,1291.0,1394.0
2020,9,베트남,11852.25,20399.75,15434.75,47686.75
2020,9,벨기에,3271.25,1182.25,1395.0,5848.5
2020,9,벨리즈,0.0,4.0,7.0,11.0
2020,9,북마리아나 제도,521.0,80.0,88.0,689.0
2020,9,불가리아,55.0,27.0,317.0,399.0
2020,9,브라질,4222.0,5046.0,9483.0,18751.0
2020,9,브루나이,1.0,0.0,20.0,21.0
2020,9,사모아,174.0,12.0,293.0,479.0
2020,9,사우디아라비아,2133.0,3563.75,2549.0,8245.75
2020,9,세네갈,78.0,22.0,62.0,162.0
2020,9,세르비아,4.0,0.0,0.0,4.0
2020,9,세이셸,4.0,0.0,0.0,4.0
2020,9,세인트 빈센트 그레나딘,0.0,0.0,15.0,15.0
2020,9,세인트루시아,12.0,3.0,26.0,41.0
2020,9,세인트키츠 네비스,0.0,5.0,3.0,8.0
2020,9,소말리아,10.0,15.0,4.0,29.0
2020,9,솔로몬제도,6.0,34.0,217.0,257.0
2020,9,수단,25.0,143.0,267.0,435.0
2020,9,수리남,92.0,3.0,463.0,558.0
2020,9,스리랑카,420.0,907.0,659.0,1986.0
2020,9,스웨덴,793.0,332.0,649.0,1774.0
2020,9,스위스,0.0,0.0,0.0,0.0
2020,9,스페인,4087.25,3384.0,3778.0,11249.25
2020,9,슬로베니아,928.25,8728.0,1095.25,10751.5
2020,9,시리아,0.0,189.0,22.0,211.0
2020,9,시에라 리온,8.0,0.0,0.0,8.0
2020,9,싱가포르,3910.0,7139.75,5983.75,17033.5
2020,9,아랍에미리트연합국,3582.0,4684.5,5309.5,13576.0
2020,9,아루바,0.0,0.0,2.0,2.0
2020,9,아르헨티나,583.0,635.0,1678.0,2896.0
2020,9,아메리칸사모아,429.0,62.0,219.0,710.0
2020,9,아이슬란드,0.0,0.0,0.0,0.0
2020,9,아이티,18.0,23.0,389.0,430.0
2020,9,아일랜드,179.0,38.0,147.0,364.0
2020,9,알바니아,0.0,7.0,9.0,16.0
2020,9,알제리,1.0,173.0,40.25,214.25
2020,9,앙골라,0.0,33.0,7.0,40.0
2020,9,앤티가 바부다,0.0,0.0,14.0,14.0
2020,9,앤틸리스제도,0.0,4.0,30.0,34.0
2020,9,에리트레아,0.0,0.0,0.0,0.0
2020,9,에스토니아,306.0,56.0,54.0,416.0
2020,9,에콰도르,359.0,1876.0,8018.0,10253.0
2020,9,엘살바도르,47.0,53.0,331.75,431.75
2020,9,영국,2165.5,2702.25,1642.25,6510.0
2020,9,영국령 버진아일랜드,0.0,0.0,2.0,2.0
2020,9,예멘,165.0,64.0,1.0,230.0
2020,9,오만,82.0,274.0,533.0,889.0
2020,9,온두라스,26.0,69.0,530.0,625.0
2020,9,요르단,551.0,268.0,259.0,1078.0
2020,9,우루과이,240.0,169.0,555.0,964.0
2020,9,우크라이나,446.0,215.25,1071.0,1732.25
2020,9,원양어획지역,0.0,0.0,80.0,80.0
2020,9,이라크,0.0,194.0,86.0,280.0
2020,9,이란,0.0,0.0,13.0,13.0
2020,9,이스라엘,746.0,992.75,963.0,2701.75
2020,9,이집트,1644.0,3125.0,1563.0,6332.0
2020,9,이탈리아,5592.25,4696.0,4521.0,14809.25
2020,9,인도,7458.0,11073.75,7039.75,25571.5
2020,9,인도네시아,5798.75,6837.0,13569.25,26205.0
2020,9,일본,54236.0,36363.0,127750.0,218349.0
2020,9,자메이카,1065.25,141.0,1758.5,2964.75
2020,9,적도 기니,4.0,0.0,0.0,4.0
2020,9,조지아,9.0,49.0,304.25,362.25
2020,9,중국,98474.25,80240.25,301013.5,479728.0
2020,9,지부티,110.0,37.0,13.0,160.0
2020,9,지브롤터,0.0,1.0,0.0,1.0
2020,9,차드,0.0,0.0,0.0,0.0
2020,9,체코,0.0,0.0,0.0,0.0
2020,9,칠레,6036.0,2086.0,20354.0,28476.0
2020,9,카메룬,0.0,15.0,24.0,39.0
2020,9,카보 베르데,0.0,0.0,2.0,2.0
2020,9,카타르,371.0,350.0,383.0,1104.0
2020,9,캄보디아,153.0,487.0,607.25,1247.25
2020,9,캐나다,8498.25,10281.75,37966.0,56746.0
2020,9,케냐,26.0,87.0,153.0,266.0
2020,9,케이맨 제도,0.0,0.0,6.0,6.0
2020,9,코모로,0.0,0.0,0.0,0.0
2020,9,코스타리카,34.0,54.0,1132.0,1220.0
2020,9,코트디부아르,7.0,50.0,140.0,197.0
2020,9,콜롬비아,2618.0,1083.0,9059.25,12760.25
2020,9,콩고,9.0,9.0,6.0,24.0
2020,9,콩고 민주 공화국,4.0,4.0,92.0,100.0
2020,9,쿠바,2.0,6.0,246.0,254.0
2020,9,쿠웨이트,40.0,64.0,71.0,175.0
2020,9,쿡 제도,0.0,0.0,0.0,0.0
2020,9,퀴라소,0.0,0.0,0.0,0.0
2020,9,크로아티아,120.0,869.0,93.0,1082.0
2020,9,키리바시,10.0,1.0,159.0,170.0
2020,9,키프로스,8.0,14.0,8.0,30.0
2020,9,탄자니아,206.0,76.0,170.0,452.0
2020,9,태국,6329.0,8618.0,13669.25,28616.25
2020,9,토고,143.0,126.0,5.25,274.25
2020,9,통가,123.0,20.0,99.0,242.0
2020,9,튀니지,56.0,48.0,49.0,153.0
2020,9,튀르키예,3082.25,7188.0,4871.0,15141.25
2020,9,트리니다드 토바고,22.0,51.0,672.0,745.0
2020,9,파나마,1074.0,1059.0,4324.25,6457.25
2020,9,파라과이,61.0,23.0,30.0,114.0
2020,9,파키스탄,805.5,1062.25,1475.0,3342.75
2020,9,파푸아 뉴기니,16.0,19.0,194.0,229.0
2020,9,팔라우,0.0,4.0,17.0,21.0
2020,9,페로 제도,0.0,0.0,4.0,4.0
2020,9,페루,2301.0,1521.0,8998.0,12820.0
2020,9,포르투갈,260.0,252.0,168.0,680.0
2020,9,폴란드,1030.0,831.0,429.0,2290.0
2020,9,푸에르토리코,148.0,33.0,1205.0,1386.0
2020,9,프랑스,2826.0,1389.0,2724.0,6939.0
2020,9,프랑스령 기아나,0.0,1.0,1.0,2.0
2020,9,프랑스령 폴리네시아,203.0,3.0,60.0,266.0
2020,9,피지,222.0,42.0,541.0,805.0
2020,9,핀란드,997.0,51.0,974.0,2022.0
2020,9,필리핀,4346.0,3987.0,11631.75,19964.75
2020,9,헝가리,2.0,4.0,2.0,8.0
2020,9,호주,11083.0,4953.0,9869.0,25905.0
2020,9,홍콩,3769.25,6417.0,6597.25,16783.5
2020,10,가나,50.0,143.0,98.0,291.0
2020,10,가봉,0.0,0.0,16.0,16.0
2020,10,가이아나,3.0,0.0,503.0,506.0
2020,10,감비아,1.0,0.0,0.0,1.0
2020,10,과들루프,0.0,3.0,14.0,17.0
2020,10,과테말라,518.0,260.0,1841.75,2619.75
2020,10,괌,227.25,315.25,576.0,1118.5
2020,10,그레나다,0.0,1.0,36.0,37.0
2020,10,그리스,1538.0,1397.0,1228.0,4163.0
2020,10,기니,36.0,4.0,22.0,62.0
2020,10,기니비사우,0.0,0.0,0.0,0.0
2020,10,기타국가,0.0,0.0,0.0,0.0
2020,10,나미비아,18.0,0.0,165.0,183.0
2020,10,나우루,0.0,0.0,2.0,2.0
2020,10,나이지리아,181.0,42.0,256.0,479.0
2020,10,남아프리카,660.0,193.0,958.0,1811.0
2020,10,네덜란드,7545.0,5644.0,4911.5,18100.5
2020,10,노르웨이,363.0,7.0,195.0,565.0
2020,10,뉴질랜드,1437.0,1311.0,2587.0,5335.0
2020,10,뉴칼레도니아,412.0,32.0,787.0,1231.0
2020,10,니카라과,47.0,102.0,574.0,723.0
2020,10,대만,5478.5,11035.75,14423.25,30937.5
2020,10,대한민국,7440.0,8292.0,27118.75,42850.75
2020,10,덴마크,886.0,127.0,438.0,1451.0
2020,10,도미니카 공화국,131.0,160.0,2848.5,3139.5
2020,10,도미니카 연방,0.0,0.0,4.0,4.0
2020,10,독일,9405.5,5894.0,5397.0,20696.5
2020,10,동티모르,0.0,0.0,9.0,9.0
2020,10,라이베리아,2.0,14.0,6.0,22.0
2020,10,라트비아,1021.0,41.0,260.0,1322.0
2020,10,러시아,7915.75,12861.25,38314.75,59091.75
2020,10,레바논,53.0,154.0,204.0,411.0
2020,10,레위니옹,3.0,0.0,0.0,3.0
2020,10,루마니아,774.0,260.0,751.0,1785.0
2020,10,리비아,30.0,85.0,108.0,223.0
2020,10,리투아니아,137.0,189.0,113.0,439.0
2020,10,마다가스카르,3.0,0.0,77.0,80.0
2020,10,마르티니크,0.0,5.0,3.0,8.0
2020,10,마샬 제도,573.0,14.0,157.0,744.0
2020,10,마요트,0.0,4.0,0.0,4.0
