,,2020,,,,,,2021,,,,,,전년대비증감율(%),,,,,
,,12월,,,누계(01월~12월),,,12월,,,누계(01월~12월),,,12월,,,누계(01월~12월),,
입출항구분,국가명,계,적,공,계,적,공,계,적,공,계,적,공,증감_계,증감_적,증감_공,증감_계,증감_적,증감_공
합계,,1878193.75,1606646.25,271547.5,2.1823961E7,1.8228629E7,3595332.0,1864930.0,1602183.5,262746.5,2.270612375E7,1.954508125E7,3161042.5,-0.7061971109210696,-0.27776805255046444,-3.241053590992371,4.0421752494884,7.221893923015266,-12.079259996017056
입항소계,,426819.75,254564.5,172255.25,4852616.75,3058235.5,1794381.25,441325.75,279567.5,161758.25,5207989.5,3227561.75,1980427.75,3.398624360751823,9.821872256343678,-6.093863612284678,7.323321999414034,5.536730248537114,10.368281545518832
입항,가나,29.0,29.0,0.0,774.0,774.0,0.0,9.0,9.0,0.0,382.0,376.0,6.0,-68.96551724137932,-68.96551724137932,,-50.64599483204134,-51.42118863049095,0
,가봉,,,,9.0,9.0,0.0,10.0,10.0,0.0,64.0,64.0,0.0,0,0,,611.1111111111111,611.1111111111111,
,가이아나,,,,79.0,79.0,0.0,1.0,1.0,0.0,45.0,43.0,2.0,0,0,,-43.0379746835443,-45.56962025316456,0
,감비아,6.0,6.0,0.0,98.0,98.0,0.0,3.0,3.0,0.0,58.0,58.0,0.0,-50.0,-50.0,,-40.816326530612244,-40.816326530612244,
,과들루프,,,,,,,2.0,2.0,0.0,4.0,4.0,0.0,0,0,,0,0,
,과테말라,253.0,223.0,30.0,6007.0,3519.0,2488.0,210.0,196.0,14.0,4658.0,3383.0,1275.0,-16.996047430830043,-12.107623318385652,-53.333333333333336,-22.4571333444315,-3.864734299516903,-48.7540192926045
,괌,1015.0,73.0,942.0,10166.0,708.0,9458.0,125.0,92.0,33.0,6969.0,1068.5,5900.5,-87.68472906403942,26.027397260273965,-96.4968152866242,-31.447963800904976,50.9180790960452,-37.61366039331783
,그리스,1178.0,370.0,808.0,13427.0,4385.0,9042.0,252.0,162.0,90.0,11364.25,4371.0,6993.25,-78.60780984719864,-56.21621621621622,-88.86138613861387,-15.362702018321295,-0.31927023945268473,-22.658150851581503
,기니,36.0,36.0,0.0,886.0,886.0,0.0,79.0,79.0,0.0,937.0,937.0,0.0,119.44444444444446,119.44444444444446,,5.756207674943559,5.756207674943559,
,기니비사우,4.0,4.0,0.0,32.0,32.0,0.0,,,,42.0,42.0,0.0,-100,-100,,31.25,31.25,
,나미비아,2.0,2.0,0.0,218.0,218.0,0.0,6.0,6.0,0.0,140.0,140.0,0.0,200.0,200.0,,-35.77981651376147,-35.77981651376147,
,나이지리아,28.0,28.0,0.0,1352.0,1345.0,7.0,40.0,40.0,0.0,689.0,689.0,0.0,42.85714285714286,42.85714285714286,,-49.03846153846154,-48.773234200743495,-100
,남아프리카,702.0,622.0,80.0,8135.0,7857.0,278.0,484.0,441.0,43.0,9601.0,9213.0,388.0,-31.05413105413105,-29.099678456591636,-46.25,18.020897357098953,17.25849560901107,39.568345323741006
,네덜란드,5638.5,5314.5,324.0,84814.0,79698.0,5116.0,10586.25,8647.25,1939.0,89134.75,77646.25,11488.5,87.74940143655228,62.71050898485275,498.4567901234568,5.094383002806135,-2.5744058822053217,124.56020328381547
,노르웨이,876.0,876.0,0.0,5475.5,5461.5,14.0,1018.0,1018.0,0.0,7352.0,7278.0,74.0,16.21004566210045,16.21004566210045,,34.27084284540225,33.260093380939296,428.57142857142856
,뉴질랜드,2704.0,2700.0,4.0,32450.0,26855.0,5595.0,3172.0,1823.0,1349.0,29332.0,24645.0,4687.0,17.307692307692314,-32.48148148148148,33625.0,-9.608628659476114,-8.229380003723696,-16.228775692582666
,뉴칼레도니아,118.0,60.0,58.0,1915.0,492.0,1423.0,363.0,24.0,339.0,2984.0,211.0,2773.0,207.62711864406776,-60.0,484.48275862068965,55.822454308094,-57.113821138211385,94.86999297259311
,니카라과,15.0,15.0,0.0,653.0,640.0,13.0,5.0,3.0,2.0,197.0,189.0,8.0,-66.66666666666667,-80.0,0,-69.83154670750382,-70.46875,-38.46153846153846
,대만,7797.25,4864.0,2933.25,70045.0,46947.25,23097.75,8852.0,6234.0,2618.0,86778.75,54712.0,32066.75,13.527205104363716,28.166118421052634,-10.747464416602748,23.88999928617317,16.53930741417229,38.83062203028433
,대한민국,6716.0,8.0,6708.0,60265.25,84.0,60181.25,6935.75,27.0,6908.75,77131.75,28.0,77103.75,3.2720369267421168,237.5,2.9926952892069147,27.98710699781384,-66.66666666666667,28.119223179977148
,덴마크,927.0,927.0,0.0,10980.0,10883.0,97.0,1441.0,1441.0,0.0,11970.0,11880.0,90.0,55.44768069039914,55.44768069039914,,9.016393442622949,9.161076908940547,-7.216494845360821
,도미니카 공화국,123.0,123.0,0.0,1874.0,1859.0,15.0,91.0,68.0,23.0,1502.0,1226.0,276.0,-26.016260162601622,-44.71544715447154,0,-19.850586979722518,-34.05056481979559,1739.9999999999998
,도미니카 연방,,,,2.0,2.0,0.0,,,,,,,,,,-100,-100,
,독일,7456.0,6747.0,709.0,109214.75,100466.25,8748.5,12382.5,9952.5,2430.0,106528.0,98003.25,8524.75,66.0743025751073,47.51000444642064,242.73624823695346,-2.4600614843691027,-2.451569556940769,-2.557581299651368
,동티모르,,,,2.0,2.0,0.0,,,,2.0,2.0,0.0,,,,0.0,0.0,
,라이베리아,1.0,1.0,0.0,55.0,55.0,0.0,4.0,4.0,0.0,29.0,29.0,0.0,300.0,300.0,,-47.27272727272728,-47.27272727272728,
,라트비아,608.0,608.0,0.0,11132.0,11122.0,10.0,793.0,793.0,0.0,11288.0,11287.0,1.0,30.427631578947366,30.427631578947366,,1.4013654329859904,1.4835461247977078,-90.0
,러시아,9506.5,3083.0,6423.5,84461.0,33840.0,50621.0,14264.25,3378.0,10886.25,143904.75,44973.0,98931.75,50.047336033240406,9.568602011028226,69.47536389818634,70.38011626667931,32.89893617021276,95.43618261195945
,레바논,106.0,106.0,0.0,1797.0,729.0,1068.0,20.0,20.0,0.0,1254.0,1084.0,170.0,-81.13207547169812,-81.13207547169812,,-30.217028380634392,48.69684499314128,-84.08239700374531
,레위니옹,,,,32.0,32.0,0.0,1.0,1.0,0.0,25.0,23.0,2.0,0,0,,-21.875,-28.125,0
,루마니아,715.0,145.0,570.0,8623.5,2789.5,5834.0,318.0,191.0,127.0,6350.5,2863.5,3487.0,-55.52447552447553,31.72413793103448,-77.71929824561403,-26.35820722444483,2.6528051622154436,-40.22968803565307
,리비아,14.0,14.0,0.0,705.0,705.0,0.0,46.0,46.0,0.0,404.0,404.0,0.0,228.57142857142856,228.57142857142856,,-42.695035460992905,-42.695035460992905,
,리투아니아,69.0,69.0,0.0,3127.25,3127.25,0.0,165.25,165.25,0.0,4620.25,3911.25,709.0,139.49275362318843,139.49275362318843,,47.74162602925893,25.069949636261903,0
,마다가스카르,4.0,4.0,0.0,223.0,223.0,0.0,14.0,14.0,0.0,101.0,101.0,0.0,250.0,250.0,,-54.7085201793722,-54.7085201793722,
,마르티니크,,,,2.0,2.0,0.0,1.0,1.0,0.0,6.0,6.0,0.0,0,0,,200.0,200.0,
,마샬 제도,589.0,19.0,570.0,5311.0,126.0,5185.0,539.0,11.0,528.0,4858.0,76.0,4782.0,-8.488964346349748,-42.10526315789473,-7.36842105263158,-8.529467143664093,-39.682539682539684,-7.772420443587269
,말레이시아,6565.5,4630.0,1935.5,84039.0,57607.25,26431.75,8405.25,6636.0,1769.25,96223.25,63991.0,32232.25,28.021475896732916,43.32613390928726,-8.589511754068713,14.498328157165119,11.081504498131745,21.945198482885164
,말리,,,,2.0,2.0,0.0,,,,,,,,,,-100,-100,
,멕시코,7814.0,2372.0,5442.0,81323.5,32741.0,48582.5,8013.0,3125.0,4888.0,100306.5,34263.0,66043.5,2.546711031481963,31.745362563237766,-10.180080852627714,23.342576254096304,4.648605723710331,35.94092523027839
,모로코,113.0,101.0,12.0,2169.0,1949.0,220.0,221.0,217.0,4.0,3379.0,2374.0,1005.0,95.57522123893804,114.85148514851487,-66.66666666666667,55.7860765329645,21.80605438686505,356.8181818181818
,모리셔스,9.0,9.0,0.0,191.0,191.0,0.0,,,,118.0,118.0,0.0,-100,-100,,-38.21989528795812,-38.21989528795812,
