year,month,country,flow,total_teu,laden_teu,empty_teu,cumulative_total_teu,cumulative_laden_teu,cumulative_empty_teu,source_file
2024,1,마샬 제도,입항,36.0,0.0,36.0,36.0,0.0,36.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,마카오,입항,1.0,1.0,0.0,1.0,1.0,0.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,말레이시아,입항,9198.75,4575.0,4623.75,9198.75,4575.0,4623.75,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,멕시코,입항,18444.0,2964.0,15480.0,18444.0,2964.0,15480.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,모로코,입항,179.0,121.0,58.0,179.0,121.0,58.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,모리셔스,입항,8.0,8.0,0.0,8.0,8.0,0.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,모리타니,입항,14.0,14.0,0.0,14.0,14.0,0.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,모잠비크,입항,438.0,438.0,0.0,438.0,438.0,0.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,몬테네그로,입항,62.0,62.0,0.0,62.0,62.0,0.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,몰타,입항,1.0,1.0,0.0,1.0,1.0,0.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,미국,입항,59612.75,32461.5,27151.25,59612.75,32461.5,27151.25,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,미얀마,입항,285.0,281.0,4.0,285.0,281.0,4.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,미크로네시아,입항,5.0,2.0,3.0,5.0,2.0,3.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,바누아투,입항,264.0,2.0,262.0,264.0,2.0,262.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,바레인,입항,255.0,255.0,0.0,255.0,255.0,0.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,방글라데시,입항,504.0,504.0,0.0,504.0,504.0,0.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,베네수엘라,입항,42.0,42.0,0.0,42.0,42.0,0.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,베트남,입항,15055.75,12301.0,2754.75,15055.75,12301.0,2754.75,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,벨기에,입항,2903.75,2348.75,555.0,2903.75,2348.75,555.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,북마리아나 제도,입항,777.75,24.0,753.75,777.75,24.0,753.75,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,불가리아,입항,37.0,37.0,0.0,37.0,37.0,0.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,브라질,입항,3794.0,3674.0,120.0,3794.0,3674.0,120.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,브루나이,입항,8.0,8.0,0.0,8.0,8.0,0.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,사모아,입항,474.0,3.0,471.0,474.0,3.0,471.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,사우디아라비아,입항,2630.5,641.0,1989.5,2630.5,641.0,1989.5,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,세네갈,입항,30.0,30.0,0.0,30.0,30.0,0.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,세이셸,입항,2.0,2.0,0.0,2.0,2.0,0.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,솔로몬제도,입항,3.0,3.0,0.0,3.0,3.0,0.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,수리남,입항,40.0,40.0,0.0,40.0,40.0,0.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,스리랑카,입항,312.0,280.0,32.0,312.0,280.0,32.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,스웨덴,입항,779.0,779.0,0.0,779.0,779.0,0.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,스위스,입항,2.0,2.0,0.0,2.0,2.0,0.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,스페인,입항,2911.0,2304.0,607.0,2911.0,2304.0,607.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,슬로베니아,입항,377.25,369.25,8.0,377.25,369.25,8.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,시에라 리온,입항,3.0,3.0,0.0,3.0,3.0,0.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,싱가포르,입항,6095.25,2820.0,3275.25,6095.25,2820.0,3275.25,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,아랍에미리트연합국,입항,4259.0,1058.0,3201.0,4259.0,1058.0,3201.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,아루바,입항,3.0,3.0,0.0,3.0,3.0,0.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,아르헨티나,입항,447.0,322.0,125.0,447.0,322.0,125.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,아메리칸사모아,입항,48.0,44.0,4.0,48.0,44.0,4.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,아이슬란드,입항,22.0,22.0,0.0,22.0,22.0,0.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,아일랜드,입항,183.0,175.0,8.0,183.0,175.0,8.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,에스토니아,입항,76.0,76.0,0.0,76.0,76.0,0.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,에콰도르,입항,935.0,406.0,529.0,935.0,406.0,529.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,엘살바도르,입항,91.0,80.0,11.0,91.0,80.0,11.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,영국,입항,1426.0,1064.0,362.0,1426.0,1064.0,362.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,예멘,입항,29.0,29.0,0.0,29.0,29.0,0.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,오만,입항,823.0,676.0,147.0,823.0,676.0,147.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,온두라스,입항,67.0,67.0,0.0,67.0,67.0,0.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,요르단,입항,338.0,88.0,250.0,338.0,88.0,250.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,우루과이,입항,101.0,71.0,30.0,101.0,71.0,30.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,이라크,입항,21.0,0.0,21.0,21.0,0.0,21.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,이란,입항,9.0,9.0,0.0,9.0,9.0,0.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,이스라엘,입항,2652.0,487.0,2165.0,2652.0,487.0,2165.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,이집트,입항,214.75,131.0,83.75,214.75,131.0,83.75,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,이탈리아,입항,4061.5,3268.5,793.0,4061.5,3268.5,793.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,인도,입항,13093.25,6674.0,6419.25,13093.25,6674.0,6419.25,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,인도네시아,입항,7396.25,5264.5,2131.75,7396.25,5264.5,2131.75,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,일본,입항,43957.0,15705.5,28251.5,43957.0,15705.5,28251.5,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,자메이카,입항,2026.0,0.0,2026.0,2026.0,0.0,2026.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,조지아,입항,7.0,7.0,0.0,7.0,7.0,0.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,중국,입항,120573.5,93629.25,26944.25,120573.5,93629.25,26944.25,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,지부티,입항,42.0,42.0,0.0,42.0,42.0,0.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,체코,입항,1.0,1.0,0.0,1.0,1.0,0.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,칠레,입항,6676.0,5421.0,1255.0,6676.0,5421.0,1255.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,카메룬,입항,2.0,2.0,0.0,2.0,2.0,0.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,카타르,입항,443.0,412.0,31.0,443.0,412.0,31.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,캄보디아,입항,175.0,175.0,0.0,175.0,175.0,0.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,캐나다,입항,7526.5,3104.5,4422.0,7526.5,3104.5,4422.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,케냐,입항,47.0,47.0,0.0,47.0,47.0,0.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,코스타리카,입항,315.0,311.0,4.0,315.0,311.0,4.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,코트디부아르,입항,7.0,7.0,0.0,7.0,7.0,0.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,콜롬비아,입항,1259.0,258.0,1001.0,1259.0,258.0,1001.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,콩고,입항,4.0,4.0,0.0,4.0,4.0,0.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,쿠웨이트,입항,143.0,140.0,3.0,143.0,140.0,3.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,크로아티아,입항,75.0,75.0,0.0,75.0,75.0,0.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,키리바시,입항,1.0,1.0,0.0,1.0,1.0,0.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,키프로스,입항,5.0,5.0,0.0,5.0,5.0,0.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,탄자니아,입항,421.0,421.0,0.0,421.0,421.0,0.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,태국,입항,6704.5,5893.0,811.5,6704.5,5893.0,811.5,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,토고,입항,256.0,28.0,228.0,256.0,28.0,228.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,통가,입항,1.0,1.0,0.0,1.0,1.0,0.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,튀니지,입항,73.0,67.0,6.0,73.0,67.0,6.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,튀르키예,입항,1493.0,1420.0,73.0,1493.0,1420.0,73.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,트리니다드 토바고,입항,24.0,24.0,0.0,24.0,24.0,0.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,파나마,입항,87.0,46.0,41.0,87.0,46.0,41.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,파라과이,입항,3.0,3.0,0.0,3.0,3.0,0.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,파키스탄,입항,661.0,545.0,116.0,661.0,545.0,116.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,파푸아 뉴기니,입항,59.0,57.0,2.0,59.0,57.0,2.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,팔라우,입항,2.0,2.0,0.0,2.0,2.0,0.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,페루,입항,1967.0,1920.0,47.0,1967.0,1920.0,47.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,포르투갈,입항,454.0,453.0,1.0,454.0,453.0,1.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,폴란드,입항,817.0,800.0,17.0,817.0,800.0,17.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,푸에르토리코,입항,43.0,43.0,0.0,43.0,43.0,0.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,프랑스,입항,2169.0,1899.0,270.0,2169.0,1899.0,270.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,프랑스령 폴리네시아,입항,573.0,0.0,573.0,573.0,0.0,573.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,피지,입항,86.0,10.0,76.0,86.0,10.0,76.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,핀란드,입항,599.0,599.0,0.0,599.0,599.0,0.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,필리핀,입항,7854.0,2254.0,5600.0,7854.0,2254.0,5600.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,헝가리,입항,7.0,7.0,0.0,7.0,7.0,0.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,호주,입항,11713.0,5546.0,6167.0,11713.0,5546.0,6167.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,홍콩,입항,3267.0,2719.0,548.0,3267.0,2719.0,548.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,가나,입항환적,130.0,130.0,0.0,130.0,130.0,0.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,가봉,입항환적,6.0,6.0,0.0,6.0,6.0,0.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,가이아나,입항환적,116.0,116.0,0.0,116.0,116.0,0.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,과테말라,입항환적,317.0,317.0,0.0,317.0,317.0,0.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,괌,입항환적,552.25,150.25,402.0,552.25,150.25,402.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,그리스,입항환적,302.0,152.0,150.0,302.0,152.0,150.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,기니,입항환적,3.0,3.0,0.0,3.0,3.0,0.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,나미비아,입항환적,66.0,66.0,0.0,66.0,66.0,0.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,나이지리아,입항환적,84.0,84.0,0.0,84.0,84.0,0.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,남아프리카,입항환적,767.0,765.0,2.0,767.0,765.0,2.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,네덜란드,입항환적,1917.0,1087.0,830.0,1917.0,1087.0,830.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,노르웨이,입항환적,105.0,105.0,0.0,105.0,105.0,0.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,뉴질랜드,입항환적,2015.0,2015.0,0.0,2015.0,2015.0,0.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,뉴칼레도니아,입항환적,171.0,171.0,0.0,171.0,171.0,0.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,니카라과,입항환적,174.0,174.0,0.0,174.0,174.0,0.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,대만,입항환적,6126.25,4395.25,1731.0,6126.25,4395.25,1731.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,대한민국,입항환적,11293.0,10339.0,954.0,11293.0,10339.0,954.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,덴마크,입항환적,225.0,225.0,0.0,225.0,225.0,0.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,도미니카 공화국,입항환적,49.0,49.0,0.0,49.0,49.0,0.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,독일,입항환적,1659.0,1497.0,162.0,1659.0,1497.0,162.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,동티모르,입항환적,1.0,1.0,0.0,1.0,1.0,0.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,라트비아,입항환적,215.0,215.0,0.0,215.0,215.0,0.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,러시아,입항환적,6415.0,6182.0,233.0,6415.0,6182.0,233.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,레바논,입항환적,1.0,1.0,0.0,1.0,1.0,0.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,루마니아,입항환적,690.25,690.25,0.0,690.25,690.25,0.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,리투아니아,입항환적,26.0,26.0,0.0,26.0,26.0,0.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,마다가스카르,입항환적,63.0,63.0,0.0,63.0,63.0,0.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,마샬 제도,입항환적,2.0,2.0,0.0,2.0,2.0,0.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,말레이시아,입항환적,9346.5,9325.5,21.0,9346.5,9325.5,21.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,멕시코,입항환적,7331.0,4415.0,2916.0,7331.0,4415.0,2916.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,모로코,입항환적,35.0,35.0,0.0,35.0,35.0,0.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,모리셔스,입항환적,29.0,29.0,0.0,29.0,29.0,0.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,모리타니,입항환적,4.0,4.0,0.0,4.0,4.0,0.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,모잠비크,입항환적,403.0,403.0,0.0,403.0,403.0,0.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,몬테네그로,입항환적,4.0,4.0,0.0,4.0,4.0,0.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,몰디브,입항환적,2.0,2.0,0.0,2.0,2.0,0.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,몰타,입항환적,2.0,2.0,0.0,2.0,2.0,0.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,미국,입항환적,46989.75,39332.5,7657.25,46989.75,39332.5,7657.25,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,미얀마,입항환적,172.0,172.0,0.0,172.0,172.0,0.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,미크로네시아,입항환적,2.0,2.0,0.0,2.0,2.0,0.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,바누아투,입항환적,10.0,0.0,10.0,10.0,0.0,10.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,바레인,입항환적,142.0,142.0,0.0,142.0,142.0,0.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,방글라데시,입항환적,637.0,637.0,0.0,637.0,637.0,0.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,베네수엘라,입항환적,121.0,121.0,0.0,121.0,121.0,0.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,베트남,입항환적,22946.75,22466.75,480.0,22946.75,22466.75,480.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,벨기에,입항환적,509.25,509.25,0.0,509.25,509.25,0.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,벨리즈,입항환적,2.0,2.0,0.0,2.0,2.0,0.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,북마리아나 제도,입항환적,246.0,6.0,240.0,246.0,6.0,240.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,불가리아,입항환적,103.0,103.0,0.0,103.0,103.0,0.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,브라질,입항환적,6638.0,6624.0,14.0,6638.0,6624.0,14.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,브루나이,입항환적,10.0,10.0,0.0,10.0,10.0,0.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,사모아,입항환적,3.0,3.0,0.0,3.0,3.0,0.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,사우디아라비아,입항환적,708.5,645.0,63.5,708.5,645.0,63.5,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,세네갈,입항환적,2.0,2.0,0.0,2.0,2.0,0.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,세이셸,입항환적,11.0,11.0,0.0,11.0,11.0,0.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,수리남,입항환적,84.0,84.0,0.0,84.0,84.0,0.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,스리랑카,입항환적,585.0,585.0,0.0,585.0,585.0,0.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,스웨덴,입항환적,1269.0,1269.0,0.0,1269.0,1269.0,0.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,스페인,입항환적,2031.75,1980.0,51.75,2031.75,1980.0,51.75,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,슬로베니아,입항환적,190.0,190.0,0.0,190.0,190.0,0.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,싱가포르,입항환적,2486.0,2051.0,435.0,2486.0,2051.0,435.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,아랍에미리트연합국,입항환적,1988.5,1517.0,471.5,1988.5,1517.0,471.5,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,아르헨티나,입항환적,689.0,689.0,0.0,689.0,689.0,0.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,아이슬란드,입항환적,59.0,59.0,0.0,59.0,59.0,0.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,아일랜드,입항환적,44.0,44.0,0.0,44.0,44.0,0.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,에스토니아,입항환적,45.0,45.0,0.0,45.0,45.0,0.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,에콰도르,입항환적,5729.0,5475.0,254.0,5729.0,5475.0,254.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,엘살바도르,입항환적,111.0,111.0,0.0,111.0,111.0,0.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,영국,입항환적,835.0,553.0,282.0,835.0,553.0,282.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,오만,입항환적,491.75,462.0,29.75,491.75,462.0,29.75,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,온두라스,입항환적,66.0,66.0,0.0,66.0,66.0,0.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
2024,1,요르단,입항환적,14.0,14.0,0.0,14.0,14.0,0.0,컨테이너+국가별+전년대비+추이_20260922231620.xlsx
